region,price,year,manufacturer,model,condition,odometer,title_status,transmission,type,paint_color,state,lat,long
string,numeric,numeric,string,string,enum,numeric,enum,enum,enum,enum,enum,numeric,numeric
houston,5650,2012,mazda,3,excellent,162110,clean,automatic,sedan,grey,tx,29.687467,-95.298203
houston,19000,2018,mazda,3,like new,8500,clean,automatic,,silver,tx,29.7517,-95.4054
houston,599,2016,mazda,3,excellent,71000,clean,automatic,sedan,grey,tx,29.72882,-95.479167
houston,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,tx,29.76,-95.38
killeen / temple / ft hood,15990,2015,mazda,mazda3 i touring hatchback,good,66175,clean,automatic,hatchback,black,tx,31.06,-97.65
killeen / temple / ft hood,15990,2014,mazda,mazda3 i touring hatchback,good,28647,clean,other,hatchback,,tx,31.06,-97.65
killeen / temple / ft hood,23590,2019,mazda,mazda3 premium sedan 4d,good,14747,clean,other,sedan,white,tx,31.06,-97.65
killeen / temple / ft hood,22990,2019,mazda,mazda3 preferred hatchback,good,2308,clean,other,hatchback,black,tx,31.06,-97.65
killeen / temple / ft hood,13990,2012,mazda,mazda3 s grand touring,good,56326,clean,automatic,hatchback,black,tx,31.06,-97.65
lubbock,5500,2007,mazda,3,good,130177,clean,automatic,sedan,black,tx,33.5693,-101.8904
odessa / midland,11998,2015,mazda,mazda3,,86841,clean,automatic,,,tx,31.863634,-102.334078
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
san antonio,18990,2018,mazda,mazda3 sport hatchback 4d,good,21422,clean,other,hatchback,blue,tx,29.45,-98.5
san antonio,5140,2010,mazda,3,excellent,155000,clean,automatic,,,tx,29.7229,-98.0742
san antonio,3899,2010,mazda,3,good,220000,clean,automatic,sedan,,tx,29.4492,-98.3446
san antonio,6985,2010,mazda,mazda3,,108193,clean,automatic,sedan,blue,tx,29.48398,-98.49963
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.469668,-98.578005
san antonio,7990,2011,mazda,mazda3,,110945,clean,manual,sedan,,tx,29.3875,-98.5245
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
san antonio,8800,2011,mazda,3,good,77312,clean,manual,sedan,grey,tx,29.6562,-98.4967
san antonio,16990,2016,mazda,mazda3 i sport sedan 4d,good,25251,clean,other,sedan,white,tx,29.45,-98.5
san antonio,7499,2013,mazda,mazda3,excellent,107772,clean,automatic,sedan,silver,tx,29.4388,-98.4935
san antonio,6999,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
san antonio,2999,2009,mazda,3,,138000,clean,automatic,,,tx,29.48386,-98.597788
san antonio,5995,2010,mazda,mazda3,,102770,clean,automatic,sedan,silver,tx,29.4973,-98.4252
san antonio,4400,2012,mazda,3,excellent,204000,clean,automatic,sedan,black,tx,29.563814,-98.419989
san antonio,6499,2013,mazda,3,excellent,130000,rebuilt,automatic,sedan,grey,tx,29.478076,-98.58797
tyler / east TX,20990,2018,mazda,mazda3,,12695,clean,automatic,,white,tx,32.153216,-94.79938
waco,15990,2015,mazda,mazda3 i touring hatchback,good,66175,clean,automatic,hatchback,black,tx,31.56,-97.18
waco,15990,2014,mazda,mazda3 i touring hatchback,good,28647,clean,other,hatchback,,tx,31.56,-97.18
waco,22990,2019,mazda,mazda3 preferred hatchback,good,2308,clean,other,hatchback,black,tx,31.56,-97.18
waco,13990,2012,mazda,mazda3 s grand touring,good,56326,clean,automatic,hatchback,black,tx,31.56,-97.18
ogden-clearfield,6500,2013,mazda,3,like new,63000,clean,automatic,,silver,ut,42.393211,-114.52217
st george,4000,2008,mazda,3,good,139000,salvage,manual,hatchback,grey,ut,37.6775,-113.0619
vermont,2300,2009,mazda,3,,81400,rebuilt,manual,,,vt,44.5035,-73.0906
vermont,5800,2012,mazda,3,good,144352,clean,manual,sedan,black,vt,43.6722,-72.3813
vermont,6999,2012,mazda,3 touring,excellent,101000,clean,automatic,sedan,blue,vt,44.476084,-73.119335
vermont,3495,2010,mazda,3,,189845,clean,automatic,sedan,black,vt,43.531695,-73.023902
vermont,2300,2009,mazda,3,,81400,rebuilt,manual,,,vt,44.5035,-73.0906
charlottesville,5995,2006,mazda,mazda3,,144972,clean,automatic,hatchback,red,va,38.27142,-77.49443
charlottesville,5900,2010,mazda,mazda3,excellent,111669,clean,automatic,sedan,black,va,38.13406,-78.4344
fredericksburg,14990,2015,mazda,mazda3 i sv sedan 4d,good,51323,clean,other,sedan,brown,va,38.29,-77.48
fredericksburg,3695,2008,mazda,3,excellent,166200,clean,automatic,hatchback,grey,va,38.2481,-77.4681
fredericksburg,1350,2007,mazda,3,fair,188708,clean,manual,,,va,38.483,-77.427
fredericksburg,3995,2008,mazda,3,excellent,166200,clean,automatic,hatchback,grey,va,38.2481,-77.4681
fredericksburg,3000,2008,mazda,3,good,128000,clean,manual,,silver,va,38.2951,-77.484
fredericksburg,5995,2010,mazda,mazda3,,88000,clean,automatic,sedan,black,va,38.270806,-77.495036
fredericksburg,5995,2010,mazda,mazda3,,88000,clean,automatic,sedan,black,va,38.270806,-77.495036
fredericksburg,0,2021,mazda,mazda3,,128,clean,automatic,sedan,,va,38.25712,-77.49572
harrisonburg,4250,2008,mazda,3,good,155000,clean,manual,,silver,va,38.447836,-78.869087
harrisonburg,14990,2015,mazda,mazda3 i sv sedan 4d,good,51323,clean,other,sedan,brown,va,38.43,-78.87
harrisonburg,5991,2006,mazda,3 sport hatchback,excellent,142583,clean,automatic,hatchback,silver,va,38.4489,-78.8714
lynchburg,9499,2013,mazda,mazda3,,130112,clean,automatic,hatchback,red,va,36.024189,-79.802689
lynchburg,0,2013,mazda,mazda3,,107985,clean,automatic,,,va,37.37974,-79.24707
lynchburg,3995,2009,mazda,mazda3 i,excellent,111342,rebuilt,automatic,hatchback,blue,va,37.347842,-79.232847
norfolk / hampton roads,7900,2012,mazda,mazda3 i sport 4-door,excellent,72000,clean,automatic,,,va,36.914995,-76.246974
norfolk / hampton roads,5900,2010,mazda,mazda3 i sport 4-door,excellent,122000,clean,automatic,,,va,36.914995,-76.246974
norfolk / hampton roads,3600,2005,mazda,3,good,189000,clean,automatic,sedan,silver,va,36.9356,-76.3034
norfolk / hampton roads,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,va,36.67,-76.3
norfolk / hampton roads,4500,2011,mazda,3,excellent,145000,clean,automatic,sedan,red,va,36.8282,-76.0237
norfolk / hampton roads,6000,2011,mazda,mazda3,good,135361,clean,automatic,sedan,grey,va,36.870075,-76.22512
norfolk / hampton roads,3500,2006,mazda,3,good,180000,clean,automatic,,black,va,36.9806,-76.6349
norfolk / hampton roads,7900,2012,mazda,mazda3 i sport 4-door,excellent,72000,clean,automatic,,,va,36.914995,-76.246974
richmond,6300,2010,mazda,3,excellent,83754,clean,manual,sedan,black,va,37.631,-77.546
richmond,11500,2016,mazda,3,good,100900,clean,automatic,sedan,blue,va,37.3429,-77.4156
richmond,3695,2008,mazda,3,excellent,166200,clean,manual,hatchback,grey,va,38.2481,-77.4681
richmond,3995,2008,mazda,3,excellent,166200,clean,manual,hatchback,grey,va,38.2481,-77.4681
richmond,0,2021,mazda,mazda3,,128,clean,automatic,sedan,,va,38.25712,-77.49572
roanoke,7490,2014,mazda,3 i touring,excellent,122065,clean,automatic,sedan,black,va,37.272429,-79.949997
roanoke,4990,2011,mazda,3 s,excellent,138889,clean,manual,hatchback,silver,va,37.272429,-79.949997
winchester,5991,2006,mazda,3 sport hatchback,excellent,142583,clean,automatic,hatchback,silver,va,38.9268,-78.1796
winchester,2500,2007,mazda,3,good,230000,clean,automatic,sedan,black,va,38.9884,-78.3386
bellingham,4000,2007,mazda,3,good,191319,clean,automatic,hatchback,grey,wa,48.790897,-122.482195
bellingham,12495,2011,mazda,mazda3 mazdaspeed3 sport hatchback 4d,,101797,,manual,hatchback,black,wa,48.901032,-122.485109
bellingham,7995,2015,mazda,mazda3 i sport sedan 4d,,96052,,automatic,sedan,blue,wa,48.901032,-122.485109
bellingham,12495,2011,mazda,mazda3 mazdaspeed3 sport hatchback 4d,,101797,,manual,hatchback,black,wa,48.901032,-122.485109
bellingham,7995,2015,mazda,mazda3 i sport sedan 4d,,96052,,automatic,sedan,blue,wa,48.901032,-122.485109
bellingham,3950,2007,mazda,mazda3 i sport,good,180000,clean,automatic,,,wa,48.756441,-122.456123
bellingham,18999,2018,mazda,3,like new,54000,clean,automatic,hatchback,grey,wa,48.79316,-122.499447
bellingham,5475,2010,mazda,mazda3,,169072,clean,automatic,sedan,black,wa,48.42198,-122.34586
bellingham,17632,2017,mazda,mazda3,,55989,clean,manual,sedan,,wa,48.754189,-122.464947
bellingham,15800,2018,mazda,3,good,42000,rebuilt,automatic,,white,wa,48.7974,-122.4448
bellingham,14993,2017,mazda,mazda3 5-door,,52469,clean,automatic,hatchback,blue,wa,48.460843,-122.343504
bellingham,12495,2011,mazda,mazda3 mazdaspeed3 sport hatchback 4d,,101797,,manual,hatchback,black,wa,48.901032,-122.485109
bellingham,7995,2015,mazda,mazda3 i sport sedan 4d,,96052,,automatic,sedan,blue,wa,48.901032,-122.485109
bellingham,13199,2017,mazda,mazda3,,68775,clean,manual,sedan,,wa,47.757996,-122.346056
bellingham,16749,2017,mazda,mazda3,,54321,clean,automatic,hatchback,,wa,47.757996,-122.346056
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,16500,2018,mazda,3,excellent,47000,clean,automatic,sedan,silver,wa,46.074625,-119.086144
kennewick-pasco-richland,0,2004,mazda,mazda3,,147274,clean,automatic,hatchback,blue,wa,47.656773,-117.218613
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,4500,2006,mazda,3,excellent,120000,clean,manual,sedan,silver,wa,46.2111,-119.2198
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9980,2011,mazda,mazda3,,131239,clean,automatic,sedan,black,wa,47.692931,-117.411632
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,0,2010,mazda,mazda3,,135686,clean,automatic,sedan,blue,wa,47.692931,-117.411632
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
kennewick-pasco-richland,9990,2013,mazda,3,,97199,clean,automatic,,,wa,46.207557,-119.11703
moses lake,0,2004,mazda,mazda3,,147274,clean,automatic,hatchback,blue,wa,47.656773,-117.218613
moses lake,9980,2011,mazda,mazda3,,131239,clean,automatic,sedan,black,wa,47.692931,-117.411632
moses lake,9980,2011,mazda,mazda3,,131239,clean,automatic,sedan,black,wa,47.692931,-117.411632
moses lake,0,2010,mazda,mazda3,,135686,clean,automatic,sedan,blue,wa,47.692931,-117.411632
moses lake,0,2010,mazda,mazda3,,135686,clean,automatic,sedan,blue,wa,47.692931,-117.411632
seattle-tacoma,243,2018,mazda,mazda3 sport,,23460,clean,manual,sedan,,wa,47.895309,-122.252909
seattle-tacoma,355,2020,mazda,mazda3 preferred,,4500,clean,automatic,hatchback,,wa,47.895309,-122.252909
seattle-tacoma,7995,2010,mazda,mazda3 i touring,,73283,clean,manual,sedan,red,wa,47.687997,-122.344792
seattle-tacoma,6499,2013,mazda,mazda3 i sport,,148107,clean,automatic,sedan,grey,wa,47.745162,-122.344962
seattle-tacoma,13988,2014,mazda,mazda3 i sport,good,65253,clean,other,sedan,white,wa,47.4734,-122.335
seattle-tacoma,7999,2011,mazda,mazda3,,105341,clean,automatic,sedan,black,wa,47.75695,-122.21223
seattle-tacoma,13199,2017,mazda,mazda3 sport,,68775,clean,manual,sedan,,wa,47.757996,-122.346056
seattle-tacoma,16749,2017,mazda,mazda3 sport,,54321,clean,automatic,hatchback,,wa,47.757996,-122.346056
seattle-tacoma,7999,2010,mazda,mazda3 s sport,,121156,clean,manual,sedan,,wa,47.757996,-122.346056
seattle-tacoma,5500,2009,mazda,3,good,95810,clean,manual,wagon,black,wa,47.553748,-122.266159
seattle-tacoma,14999,2015,mazda,3 grand touring fwd gas,,91648,clean,automatic,hatchback,white,wa,47.206063,-122.320587
seattle-tacoma,0,2019,mazda,mazda3 sedan base,,8654,clean,automatic,sedan,,wa,47.050554,-122.79562
seattle-tacoma,407,2020,mazda,mazda3 select,,3856,clean,automatic,sedan,,wa,47.895309,-122.252909
seattle-tacoma,6995,2007,mazda,3,excellent,112531,clean,automatic,sedan,grey,wa,47.7918,-122.2243
seattle-tacoma,0,2015,mazda,mazda3 i touring,,12856,clean,manual,hatchback,,wa,47.166808,-122.483522
seattle-tacoma,5349,2008,mazda,mazda3 s touring,,179813,clean,automatic,wagon,grey,wa,47.745162,-122.344962
seattle-tacoma,4495,2008,mazda,mazda3,excellent,153892,clean,manual,,,wa,46.125486,-122.93551
seattle-tacoma,9988,2011,mazda,mazda3 s grand touring,good,134889,clean,other,sedan,black,wa,47.4734,-122.335
seattle-tacoma,3999,2005,mazda,mazda3 s 5-door,good,240000,clean,other,,,wa,47.8613,-122.285
seattle-tacoma,239,2018,mazda,mazda3 5-door,,28264,clean,automatic,hatchback,,wa,47.797088,-122.333536
seattle-tacoma,8000,2015,mazda,3 itouring,good,96198,clean,manual,sedan,grey,wa,47.6733,-122.3426
seattle-tacoma,16488,2017,mazda,mazda3,,49002,clean,automatic,sedan,,wa,47.843936,-122.294724
skagit / island / SJI,11000,2013,mazda,3,excellent,91000,clean,manual,hatchback,grey,wa,48.5274,-122.2329
skagit / island / SJI,5475,2010,mazda,mazda3,,169072,clean,automatic,sedan,black,wa,48.42198,-122.34586
skagit / island / SJI,14993,2017,mazda,mazda3 5-door,,52469,clean,automatic,hatchback,blue,wa,48.460843,-122.343504
skagit / island / SJI,5475,2010,mazda,mazda3,,169072,clean,automatic,sedan,black,wa,48.42198,-122.34586
wenatchee,24999,2020,mazda,3 select fwd gas sedan,,15160,clean,automatic,sedan,white,wa,47.841211,-122.297249
yakima,3995,2008,mazda,3,,167,clean,automatic,,,wa,46.5934,-120.5311
appleton-oshkosh-FDL,16495,2018,mazda,mazda3,,65340,clean,automatic,,silver,wi,44.244038,-88.5989
appleton-oshkosh-FDL,11895,2014,mazda,mazda3,excellent,60291,clean,automatic,hatchback,white,wi,44.52039,-88.06645
eau claire,10800,2019,mazda,3 select,,9651,clean,automatic,sedan,black,wi,44.408989,-89.881382
green bay,11895,2014,mazda,mazda3,excellent,60291,clean,automatic,hatchback,white,wi,44.52039,-88.06645
green bay,10800,2019,mazda,3 select,,9651,clean,automatic,sedan,black,wi,44.408989,-89.881554
green bay,7995,2010,mazda,mazda3,good,119853,clean,manual,hatchback,black,wi,44.50021,-88.32867
kenosha-racine,4999,2010,mazda,mazda3,like new,147524,clean,automatic,hatchback,,wi,43.1188,-87.9478
kenosha-racine,4299,2010,mazda,mazda3,like new,111206,clean,automatic,sedan,,wi,42.57992,-87.820874
kenosha-racine,3999,2011,mazda,3,like new,156359,clean,automatic,sedan,,wi,43.1188,-87.9478
madison,15888,2017,mazda,mazda3,,19018,clean,automatic,sedan,silver,wi,43.1205,-89.3523
madison,16990,2015,mazda,mazda3 s grand touring,good,50811,clean,other,sedan,red,wi,43.07,-89.38
madison,8788,2009,mazda,3,excellent,72749,clean,manual,,red,wi,43.013722,-88.808027
madison,7588,2012,mazda,3,excellent,109740,clean,automatic,,black,wi,43.013722,-88.808027
madison,10800,2019,mazda,3 select,,9651,clean,automatic,sedan,black,wi,44.408867,-89.881725
madison,8788,2009,mazda,3,excellent,72749,clean,manual,,red,wi,43.013722,-88.808027
madison,7588,2012,mazda,3,excellent,109740,clean,automatic,,black,wi,43.013722,-88.808027
madison,2600,2006,mazda,3,good,141000,clean,manual,sedan,silver,wi,43.0844,-89.3072
milwaukee,7995,2009,mazda,3,excellent,84000,clean,automatic,sedan,black,wi,43.104985,-88.076379
milwaukee,2600,2008,mazda,3,good,139000,clean,automatic,,,wi,43.1154,-88.0346
milwaukee,1300,2005,mazda,mazda3,,1,clean,automatic,hatchback,blue,wi,41.622595,-87.633814
milwaukee,1700,2008,mazda,mazda3,,1,clean,automatic,sedan,black,wi,41.622595,-87.633814
milwaukee,1300,2005,mazda,mazda3,,1,clean,automatic,sedan,,wi,41.622595,-87.633814
milwaukee,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,wi,43.06,-87.96
milwaukee,3950,2006,mazda,3,excellent,113000,clean,manual,,red,wi,42.9949,-88.0364
milwaukee,2200,2008,mazda,3 hatchback,good,237020,clean,automatic,,black,wi,43.1154,-88.0346
milwaukee,1700,2005,mazda,3,,108805,clean,manual,hatchback,purple,wi,43.1191,-87.9587
milwaukee,2500,2006,mazda,3,,180000,clean,automatic,,,wi,43.0828,-88.0269
milwaukee,4999,2010,mazda,mazda3,like new,147524,clean,automatic,hatchback,,wi,43.1188,-87.9478
milwaukee,4299,2010,mazda,mazda3,like new,111206,clean,automatic,sedan,,wi,42.57992,-87.820874
milwaukee,4000,2013,mazda,3,,117000,rebuilt,manual,,,wi,42.9047,-88.1214
wausau,5000,2006,mazda,3,excellent,125000,clean,automatic,sedan,silver,wi,44.3758,-89.8062
wausau,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,wi,44.96,-89.64
wausau,5495,2008,mazda,3,,80238,clean,automatic,,,wi,45.180579,-89.665668
wausau,7500,2012,mazda,3 i touring,,91114,clean,automatic,coupe,black,wi,44.7065,-89.6862
wausau,10800,2019,mazda,3 select,,9651,clean,automatic,sedan,black,wi,44.408621,-89.882069
