region,price,year,manufacturer,model,condition,odometer,title_status,transmission,type,paint_color,state,lat,long
string,numeric,numeric,string,string,enum,numeric,enum,enum,enum,enum,enum,numeric,numeric
dayton / springfield,0,2019,mazda,mazda3 hatchback,excellent,22023,clean,automatic,hatchback,,oh,39.1301,-84.60104
dayton / springfield,4400,2011,mazda,mazda3,good,162700,clean,automatic,sedan,black,oh,39.435294,-83.82955
dayton / springfield,0,2010,mazda,mazda3,excellent,110061,clean,automatic,sedan,silver,oh,39.1301,-84.60104
parkersburg-marietta,4995,2008,mazda,3,excellent,96123,clean,automatic,sedan,,oh,39.2644,-81.5354
toledo,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,oh,41.66,-83.58
toledo,5000,2010,mazda,mazda3,good,138000,clean,automatic,sedan,grey,oh,41.6492,-83.6706
toledo,3300,2014,mazda,mazda3,,127689,clean,automatic,sedan,blue,oh,41.6418,-83.4714
toledo,3200,2015,mazda,mazda3,,84443,clean,automatic,sedan,red,oh,41.6418,-83.4714
youngstown,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,oh,40.810152,-80.425219
youngstown,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,oh,41.09,-80.64
oklahoma city,4988,2010,mazda,3,,122000,clean,automatic,,,ok,35.1192,-97.6401
oklahoma city,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,ok,35.46,-97.51
oklahoma city,6900,2013,mazda,mazda3,,106684,clean,automatic,sedan,red,ok,35.435501,-97.518547
oklahoma city,7995,2012,mazda,mazda3 touring hatchback,excellent,76000,clean,automatic,hatchback,,ok,35.364993,-97.502096
oklahoma city,12995,2017,mazda,mazda3,excellent,63000,clean,automatic,sedan,white,ok,35.364993,-97.502096
oklahoma city,13988,2017,mazda,mazda3,like new,69488,clean,automatic,,,ok,34.1566,-97.1792
oklahoma city,6900,2013,mazda,mazda3,,106684,clean,automatic,sedan,red,ok,35.435501,-97.518547
oklahoma city,13988,2017,mazda,3,like new,69488,clean,automatic,,,ok,34.1566,-97.1792
oklahoma city,3500,2007,mazda,3,good,240000,clean,automatic,sedan,white,ok,35.5835,-97.5638
oklahoma city,6900,2013,mazda,mazda3,,106684,clean,automatic,sedan,red,ok,35.43548,-97.52113
oklahoma city,12990,2013,mazda,mazda3 i touring hatchback,good,64046,clean,other,hatchback,,ok,35.46,-97.51
oklahoma city,16590,2016,mazda,mazda3 i touring hatchback,good,31630,clean,automatic,hatchback,,ok,35.46,-97.51
oklahoma city,6900,2013,mazda,mazda3,,106684,clean,automatic,sedan,red,ok,35.435501,-97.518547
oklahoma city,7995,2012,mazda,mazda3 touring hatchback,excellent,76000,clean,automatic,hatchback,,ok,35.364993,-97.502096
oklahoma city,12995,2017,mazda,mazda3,excellent,63000,clean,automatic,sedan,white,ok,35.364993,-97.502096
tulsa,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,ok,36.12,-95.91
tulsa,14988,2016,mazda,mazda3 i sport,,25719,clean,automatic,hatchback,grey,ok,36.140417,-95.887075
tulsa,0,2019,mazda,mazda3,excellent,54123,clean,automatic,sedan,blue,ok,36.72137,-95.93518
tulsa,17990,2018,mazda,mazda3 touring sedan 4d,good,28303,clean,other,sedan,silver,ok,36.12,-95.91
tulsa,14990,2012,mazda,mazda3 i touring sedan 4d,good,39356,clean,automatic,sedan,silver,ok,36.12,-95.91
tulsa,6000,2013,mazda,3,excellent,130000,salvage,automatic,sedan,grey,ok,36.012047,-96.098839
bend,0,2020,mazda,mazda3 hatchback,,7629,clean,automatic,,white,or,44.055093,-121.268705
bend,18990,2014,mazda,mazda3,good,42838,clean,automatic,hatchback,black,or,44.257021,-121.180231
bend,5995,2008,mazda,mazda3,,160852,clean,automatic,sedan,black,or,44.083056,-123.153025
bend,12485,2013,mazda,3 i touring,like new,59250,clean,automatic,hatchback,grey,or,44.087807,-121.310349
bend,10995,2012,mazda,mazda3,,91595,clean,automatic,sedan,,or,45.61685,-122.693008
bend,0,2020,mazda,mazda3 hatchback,,5333,clean,automatic,,black,or,44.055093,-121.268705
bend,10995,2012,mazda,mazda3 i touring sedan / 4-cyl / automatic / 91000 miles / 1-owner,,91595,clean,automatic,sedan,grey,or,45.615827,-122.694116
bend,12485,2013,mazda,3 i touring,like new,59250,clean,automatic,hatchback,grey,or,44.087807,-121.310349
bend,146,2013,mazda,mazda3,,57000,clean,automatic,hatchback,,or,45.375325,-122.601695
bend,10990,2010,mazda,mazda3,,106439,clean,manual,sedan,grey,or,44.083056,-123.153025
corvallis/albany,17965,2018,mazda,3,excellent,26500,clean,automatic,coupe,grey,or,44.5476,-123.3073
corvallis/albany,0,2018,mazda,mazda3 4-door,,33448,clean,automatic,sedan,,or,44.572566,-123.258594
eugene,8500,2012,mazda,mazda3,,0,,automatic,sedan,black,or,44.097248,-123.120124
eugene,10990,2010,mazda,mazda3,,106439,clean,manual,sedan,grey,or,44.083056,-123.153025
eugene,7800,2013,mazda,3,excellent,123000,clean,manual,hatchback,silver,or,44.04788,-123.105386
eugene,6995,2010,mazda,3,good,130855,clean,automatic,sedan,grey,or,44.04814,-123.123142
eugene,10990,2010,mazda,mazda3,,106439,clean,manual,sedan,grey,or,44.083056,-123.153025
eugene,5995,2008,mazda,mazda3,,160852,clean,automatic,sedan,black,or,44.083056,-123.153025
eugene,241,2017,mazda,mazda3 4-door touring,,58361,clean,automatic,,white,or,43.7839,-123.0529
eugene,5995,2008,mazda,mazda3,,160960,clean,automatic,other,silver,or,44.05294,-123.11188
eugene,16995,2018,mazda,3 sport,like new,17752,clean,automatic,sedan,white,or,44.04814,-123.123142
eugene,15995,2016,mazda,mazda3i touring,like new,23015,clean,automatic,hatchback,white,or,44.04814,-123.123142
eugene,8500,2012,mazda,3,excellent,102000,clean,automatic,sedan,black,or,44.1005,-123.1334
eugene,6500,2011,mazda,3,good,179000,clean,automatic,sedan,white,or,44.097806,-123.120099
eugene,7990,2009,mazda,mazda3 4dr sdn auto i sport,,108857,clean,automatic,sedan,grey,or,44.076513,-123.150156
eugene,10990,2010,mazda,mazda3,,106439,clean,manual,sedan,grey,or,44.083056,-123.153025
eugene,7995,2008,mazda,mazda3 s touring,good,151368,clean,manual,sedan,black,or,44.053446,-123.118752
eugene,296,2018,mazda,mazda3 4-door,,26137,clean,automatic,sedan,,or,44.0665,-123.080966
eugene,7990,2009,mazda,mazda3 4dr sdn auto i sport,,108857,clean,automatic,sedan,grey,or,44.076513,-123.150156
eugene,5995,2008,mazda,mazda3,,145128,clean,automatic,sedan,,or,44.05294,-123.11188
eugene,6500,2011,mazda,3,good,179000,clean,automatic,sedan,white,or,44.097806,-123.120099
eugene,8500,2012,mazda,3,excellent,102000,clean,automatic,sedan,black,or,44.1005,-123.1334
eugene,9995,2012,mazda,3i touring,excellent,103525,clean,automatic,hatchback,grey,or,44.04814,-123.123142
eugene,4995,2005,mazda,3,good,175006,clean,manual,hatchback,grey,or,44.04814,-123.123142
eugene,5995,2008,mazda,mazda3,,160960,clean,automatic,other,silver,or,44.05294,-123.11188
medford-ashland,3500,2005,mazda,3,good,146673,clean,automatic,wagon,grey,or,42.3216,-122.8825
medford-ashland,13624,2014,mazda,mazda3,,62467,,,,,or,42.329925,-122.875811
oregon coast,5995,2008,mazda,mazda3,,160852,clean,automatic,sedan,black,or,44.083056,-123.153025
oregon coast,12000,2015,mazda,3,excellent,95000,clean,manual,sedan,black,or,44.637394,-124.035645
oregon coast,3500,2009,mazda,3,good,190000,clean,automatic,,,or,43.391129,-124.235458
oregon coast,10990,2010,mazda,mazda3,,106439,clean,manual,sedan,grey,or,44.083056,-123.153025
portland,1,2005,mazda,3,good,206000,clean,manual,,,or,45.3099,-122.9685
portland,3995,2007,mazda,mazda3,excellent,201862,clean,automatic,sedan,blue,or,45.461782,-122.579677
portland,9000,2013,mazda,mazda3 i sv,,72399,clean,automatic,sedan,black,or,45.530538,-122.897609
portland,224,2016,mazda,mazda3 i touring,,63062,clean,automatic,,,or,45.426823,-122.633445
portland,125,2013,mazda,mazda3 i touring,,117191,clean,manual,sedan,,or,45.491636,-122.810744
portland,13488,2014,mazda,3,,80000,clean,automatic,sedan,white,or,45.6058,-122.4142
portland,7750,2009,mazda,mazda3 i sport,good,114608,clean,manual,sedan,red,or,37.63981,-122.415728
portland,7995,2011,mazda,3,,126923,clean,automatic,sedan,grey,or,45.478152,-122.579034
portland,0,2010,mazda,mazda3 s sport sedan 4d,excellent,175906,clean,automatic,sedan,grey,or,45.690085,-122.658952
portland,244,2018,mazda,mazda3,,32139,clean,automatic,hatchback,,or,45.516878,-122.537451
portland,281,2019,mazda,mazda3 preferred,,27352,clean,automatic,hatchback,,or,45.516878,-122.537451
roseburg,5500,2012,mazda,3,excellent,162000,clean,automatic,,blue,or,43.203377,-123.350296
salem,0,2014,mazda,mazda3 i grand touring,,,clean,manual,hatchback,,or,44.949603,-122.995477
salem,12577,2015,mazda,mazda3,,66900,clean,automatic,sedan,red,or,44.9225,-123.32
salem,0,2012,mazda,mazda3 i touring,,,clean,automatic,sedan,,or,44.949603,-122.995477
salem,0,2015,mazda,mazda3,,105398,clean,automatic,sedan,,or,44.949603,-122.995477
salem,0,2021,mazda,mazda3 sedan,,4025,clean,automatic,sedan,,or,44.949603,-122.995477
salem,6900,2010,mazda,3,,141000,clean,automatic,,,or,45.197496,-123.20678
salem,9995,2009,mazda,mazda3,like new,73837,clean,automatic,hatchback,,or,45.524894,-122.656061
salem,274,2018,mazda,mazda3 5-door,,15747,clean,automatic,sedan,,or,44.97143,-123.018548
salem,0,2020,mazda,mazda3 hatchback,,8147,clean,automatic,hatchback,,or,44.949603,-122.995477
salem,0,2017,mazda,mazda3 4-door grand touri,,,clean,automatic,sedan,,or,44.949603,-122.995477
salem,12577,2015,mazda,mazda3,,66900,clean,automatic,sedan,red,or,44.9225,-123.32
salem,0,2016,mazda,mazda3,,53418,clean,automatic,sedan,,or,44.949603,-122.995477
salem,0,2014,mazda,mazda3,,93727,clean,manual,hatchback,,or,44.949603,-122.995477
salem,5995,2005,mazda,mazda3 sport gs,,184931,clean,automatic,wagon,black,or,44.925908,-122.982753
salem,6995,2008,mazda,mazda3 s grand touring,,153577,clean,automatic,sedan,black,or,44.925908,-122.982753
salem,8200,2011,mazda,3,,130840,clean,automatic,,,or,44.924417,-122.980957
salem,5500,2004,mazda,3,good,144170,clean,automatic,sedan,white,or,45.02342,-123.015162
salem,5995,2005,mazda,mazda3 sport gs,,184931,clean,automatic,wagon,black,or,44.925908,-122.982753
salem,0,2012,mazda,mazda3,,129117,clean,automatic,sedan,,or,44.949603,-122.995477
salem,6995,2008,mazda,mazda3 s grand touring,,153577,clean,automatic,sedan,black,or,44.925908,-122.982753
altoona-johnstown,5500,2008,mazda,3,,165000,clean,automatic,,,pa,40.755085,-78.534439
altoona-johnstown,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,pa,40.810152,-80.425219
erie,8995,2014,mazda,mazda3,,203807,clean,automatic,sedan,,pa,41.8018,-81.048149
erie,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,42.12,-80.08
erie,8995,2014,mazda,mazda3,,203807,clean,automatic,sedan,,pa,41.8018,-81.048149
erie,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,pa,40.810152,-80.425219
erie,8995,2014,mazda,mazda3,,203807,clean,automatic,sedan,,pa,41.8018,-81.048149
harrisburg,8450,2012,mazda,mazda3 i sport,good,88364,clean,automatic,sedan,silver,pa,40.198767,-77.151365
harrisburg,5495,2012,mazda,mazda3,,157000,clean,automatic,,,pa,40.233933,-77.121608
harrisburg,8500,2012,mazda,3 s,excellent,71000,clean,automatic,sedan,grey,pa,40.476,-76.894
harrisburg,5500,2008,mazda,3,,165000,clean,automatic,,,pa,40.755085,-78.534439
harrisburg,13900,2015,mazda,mazda3 i touring hatchback,excellent,79596,clean,automatic,hatchback,black,pa,40.353611,-76.374995
harrisburg,8500,2012,mazda,3 s,excellent,71000,clean,automatic,sedan,grey,pa,40.476,-76.894
harrisburg,8450,2012,mazda,mazda3 i sport,good,88364,clean,automatic,sedan,silver,pa,40.198767,-77.151365
harrisburg,8450,2012,mazda,mazda3 i sport,good,88364,clean,automatic,sedan,silver,pa,40.198767,-77.151365
harrisburg,5520,2010,mazda,mazda3,good,142648,clean,automatic,,white,pa,40.206848,-76.785802
harrisburg,5500,2008,mazda,3,,165000,clean,automatic,,,pa,40.755085,-78.534439
lancaster,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,40.040974,-76.379804
lancaster,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,40.040974,-76.379804
lancaster,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,40.040974,-76.379804
lancaster,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,40.040974,-76.379804
lancaster,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,40.040974,-76.379804
lancaster,7800,2015,mazda,mazda3,,,,,,,pa,41.26154,-78.70452
lehigh valley,10999,2016,mazda,3,excellent,116847,clean,manual,hatchback,white,pa,40.868263,-75.792704
lehigh valley,5900,2010,mazda,mazda3 i sport 4-door,good,117000,clean,automatic,sedan,grey,pa,40.626575,-75.426593
lehigh valley,5500,2011,mazda,mazda3 i sport 4-door,good,124200,clean,manual,sedan,green,pa,40.626494,-75.426571
lehigh valley,4900,2009,mazda,mazda3 i sport 4-door,good,113000,clean,manual,sedan,black,pa,40.6366,-75.4405
lehigh valley,19990,2018,mazda,mazda3 touring hatchback,good,14063,clean,other,hatchback,blue,pa,40.68,-75.22
lehigh valley,8500,2012,mazda,mazda3 s touring,good,80000,clean,automatic,sedan,black,pa,40.5817,-75.3255
lehigh valley,7000,2008,mazda,3,excellent,102000,clean,automatic,sedan,white,pa,40.6068,-75.4781
lehigh valley,2800,2008,mazda,3 mazda3 manual,excellent,252759,clean,automatic,sedan,black,pa,40.6068,-75.4781
lehigh valley,4200,2008,mazda,3 i sport,good,177000,clean,automatic,sedan,blue,pa,40.6998,-75.4874
lehigh valley,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,40.68,-75.22
lehigh valley,5900,2010,mazda,mazda3 i touringsedan 5a,good,170735,,automatic,sedan,,pa,40.617325,-75.441437
lehigh valley,5900,2010,mazda,mazda3,good,170000,clean,automatic,sedan,black,pa,40.617259,-75.441506
lehigh valley,11300,2016,mazda,3i grand touring hatchback,like new,63000,rebuilt,automatic,,blue,pa,40.3113,-76.0345
lehigh valley,4995,2010,mazda,3,,169000,clean,manual,,,pa,40.682166,-75.545003
lehigh valley,5900,2010,mazda,mazda3 i touringsedan 5a,good,170735,,automatic,sedan,,pa,40.617325,-75.441437
lehigh valley,15590,2015,mazda,mazda3 i sv sedan 4d,good,51321,clean,other,sedan,brown,pa,40.68,-75.22
philadelphia,11500,2014,mazda,3,excellent,38200,clean,automatic,hatchback,red,pa,40.023,-75.259
philadelphia,4500,2008,mazda,3 sport sedan 4d,excellent,140486,clean,automatic,sedan,grey,pa,39.9747,-75.3602
philadelphia,10999,2016,mazda,3,excellent,116847,clean,manual,hatchback,white,pa,40.868263,-75.792704
philadelphia,7600,2014,mazda,3 skyactiv,excellent,107000,clean,automatic,sedan,grey,pa,39.7994,-75.5317
philadelphia,2800,2008,mazda,3 mazda3 manual,excellent,252759,clean,manual,sedan,black,pa,39.9489,-75.1661
philadelphia,5500,2007,mazda,3,like new,79000,clean,automatic,sedan,black,pa,40.1109,-74.9378
philadelphia,4450,2006,mazda,3,,140000,clean,automatic,,,pa,40.0634,-74.999
philadelphia,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,39.95,-75.16
philadelphia,3300,2010,mazda,mazda3,,229115,clean,automatic,sedan,white,pa,40.18157,-74.663384
philadelphia,5900,2010,mazda,mazda3,,124010,clean,automatic,sedan,black,pa,40.40825,-74.372882
philadelphia,4800,2006,mazda,mazda3,,117643,clean,automatic,wagon,black,pa,40.40825,-74.372882
philadelphia,4800,2006,mazda,mazda3,,117643,clean,automatic,wagon,black,pa,40.40825,-74.372882
philadelphia,3995,2013,mazda,3,,97885,salvage,automatic,,,pa,40.6747,-74.2239
philadelphia,7999,2012,mazda,3 6 speed sky active?,like new,92425,clean,manual,sedan,black,pa,40.1284,-75.0607
pittsburgh,19990,2018,mazda,mazda3 touring hatchback,good,14063,clean,other,hatchback,blue,pa,40.43,-79.97
pittsburgh,2300,2006,mazda,3,good,200000,clean,automatic,sedan,silver,pa,40.4308,-79.9205
pittsburgh,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,40.43,-79.97
pittsburgh,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,pa,40.810152,-80.425219
pittsburgh,6000,2010,mazda,3 2.5,,100888,rebuilt,manual,,,pa,40.474385,-79.816424
pittsburgh,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,pa,40.810152,-80.425219
pittsburgh,5995,2013,mazda,mazda3,,88165,salvage,automatic,sedan,,pa,40.810152,-80.425219
pittsburgh,6495,2010,mazda,3,good,79643,clean,automatic,sedan,black,pa,40.3234,-80.1879
poconos,10999,2016,mazda,3,excellent,116847,clean,manual,hatchback,white,pa,40.868263,-75.792704
poconos,6900,2012,mazda,3,like new,128234,clean,automatic,sedan,white,pa,41.032972,-75.143875
poconos,8490,2012,mazda,mazda3i,good,84657,clean,automatic,sedan,white,pa,40.8169,-75.3264
poconos,8990,2012,mazda,mazda3 i touring,excellent,83817,clean,automatic,sedan,white,pa,40.8169,-75.3264
reading,2800,2008,mazda,3 mazda3 manual,excellent,252759,clean,manual,sedan,black,pa,40.3466,-75.9351
reading,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,40.33,-75.92
scranton / wilkes-barre,19990,2018,mazda,mazda3 touring hatchback,good,14063,clean,other,hatchback,blue,pa,41.4,-75.66
scranton / wilkes-barre,10999,2016,mazda,3,excellent,116847,clean,manual,hatchback,white,pa,40.868263,-75.792704
scranton / wilkes-barre,7000,2013,mazda,3,excellent,119000,clean,automatic,sedan,black,pa,42.3384,-75.9522
scranton / wilkes-barre,7000,2013,mazda,3,excellent,119000,clean,automatic,sedan,black,pa,42.3384,-75.9522
scranton / wilkes-barre,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,41.4,-75.66
scranton / wilkes-barre,12000,2016,mazda,3,like new,115780,clean,manual,sedan,red,pa,41.111903,-76.137314
scranton / wilkes-barre,14750,2017,mazda,3,like new,58400,clean,automatic,sedan,black,pa,41.112162,-76.137314
williamsport,6500,2011,mazda,mazda3 i touring,good,119000,clean,automatic,sedan,grey,pa,40.9218,-77.0505
york,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,pa,39.96,-76.73
york,0,2018,mazda,mazda3,,51857,clean,automatic,hatchback,blue,pa,38.823449,-76.947378
york,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,39.922612,-76.685361
york,7990,2012,mazda,mazda3,excellent,110598,clean,automatic,sedan,grey,pa,39.922612,-76.685361
rhode island,5200,2010,mazda,3,,121000,clean,automatic,,,ri,41.874794,-71.363408
rhode island,5400,2012,mazda,3,like new,176000,clean,automatic,,grey,ri,41.888662,-71.37539
rhode island,19990,2018,mazda,mazda3 touring hatchback,good,14063,clean,other,hatchback,blue,ri,41.82,-71.41
rhode island,5999,2012,mazda,mazda3,,136552,clean,automatic,,,ri,41.705616,-71.417401
rhode island,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,ri,41.82,-71.41
rhode island,4800,2007,mazda,mazda3,,107000,clean,automatic,,,ri,41.9296,-71.3009
rhode island,6995,2013,mazda,3,excellent,123000,clean,automatic,sedan,silver,ri,41.877567,-71.409096
rhode island,5400,2012,mazda,3,like new,176000,clean,automatic,,grey,ri,41.888662,-71.37539
rhode island,15590,2015,mazda,mazda3 i sv sedan 4d,good,51321,clean,other,sedan,brown,ri,41.82,-71.41
rhode island,4000,2008,mazda,3,good,175000,clean,other,sedan,black,ri,41.6498,-71.474
charleston,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,sc,32.78,-79.99
charleston,4800,2011,mazda,3,excellent,150000,clean,automatic,,,sc,32.829058,-80.041924
columbia,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,sc,34,-81.03
florence,6999,2012,mazda,3 i grand touring,excellent,151150,rebuilt,automatic,hatchback,grey,sc,35.0257,-78.9705
greenville / upstate,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,sc,34.83,-82.37
greenville / upstate,0,2007,mazda,mazda3,,133711,clean,automatic,sedan,silver,sc,35.275784,-81.534382
greenville / upstate,8990,2010,mazda,3,excellent,120178,clean,automatic,sedan,white,sc,34.872447,-82.404692
greenville / upstate,0,2008,mazda,mazda3,,124997,clean,automatic,sedan,blue,sc,35.275784,-81.534382
greenville / upstate,0,2010,mazda,mazda3,,172513,clean,automatic,sedan,silver,sc,35.275784,-81.534382
sioux falls / SE SD,4750,2013,mazda,mazda3,,170000,clean,automatic,sedan,silver,sd,42.537373,-96.744147
clarksville,0,2014,mazda,3,,206198,clean,automatic,,,tn,36.5107,-87.2757
knoxville,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,tn,35.97,-83.94
knoxville,5995,2007,mazda,mazda3,,147252,clean,automatic,sedan,,tn,35.950578,-83.913747
memphis,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,tn,35.1,-90
memphis,6459,2008,mazda,mazda3,,112083,clean,manual,wagon,blue,tn,35.212885,-89.794298
nashville,13900,2017,mazda,mazda3 i touring hatchback,like new,70706,clean,automatic,hatchback,black,tn,36.30475,-86.634478
nashville,5000,2010,mazda,3,good,135000,clean,automatic,sedan,silver,tn,36.124996,-86.752186
nashville,6999,2013,mazda,mazda3,,168349,,manual,sedan,black,tn,36.138022,-86.732261
nashville,16990,2015,mazda,mazda3 s grand touring,good,50811,clean,other,sedan,red,tn,36.17,-86.78
nashville,4900,2009,mazda,3,good,126000,clean,automatic,,,tn,36.0986,-86.8219
nashville,9300,2012,mazda,mazda3 i,,116518,clean,automatic,,,tn,35.98563,-86.521646
nashville,13500,2016,mazda,mazda3 sedan automatic i,excellent,119177,,automatic,sedan,,tn,35.987739,-86.523884
nashville,18590,2017,mazda,mazda3 touring 2.5,good,34723,clean,other,hatchback,blue,tn,36.17,-86.78
nashville,13500,2016,mazda,mazda3 sedan automatic i,excellent,119177,,automatic,sedan,,tn,35.987739,-86.523884
tri-cities,6500,2013,mazda,mazda3,excellent,123500,clean,manual,hatchback,red,tn,36.594967,-82.188463
tri-cities,4650,2012,mazda,3,,122000,clean,automatic,,,tn,36.310372,-82.435186
austin,9250,2010,mazda,3 s sport hatchback,good,50164,clean,automatic,hatchback,blue,tx,30.7177,-97.7543
austin,10500,2013,mazda,3,excellent,34383,clean,manual,sedan,silver,tx,30.506,-97.7472
austin,6495,2008,mazda,3,,128000,clean,automatic,,,tx,30.249,-97.8414
austin,5000,2010,mazda,3,,146364,clean,automatic,,white,tx,30.453166,-97.667536
austin,3500,2007,mazda,3,excellent,159154,clean,manual,,,tx,30.452,-97.698
austin,7250,2013,mazda,3,like new,117000,clean,automatic,sedan,blue,tx,30.506,-97.7472
austin,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,tx,30.26,-97.74
austin,3499,2007,mazda,3,,136000,clean,automatic,,,tx,30.381302,-97.691116
austin,4995,2008,mazda,3,excellent,177404,clean,manual,sedan,blue,tx,30.2063,-97.7956
austin,15990,2014,mazda,mazda3 i touring hatchback,good,28647,clean,other,hatchback,,tx,30.26,-97.74
beaumont / port arthur,16590,2015,mazda,mazda3 i touring hatchback,good,31330,clean,other,hatchback,blue,tx,30.08,-94.14
beaumont / port arthur,15990,2015,mazda,mazda3 i touring hatchback,good,66175,clean,automatic,hatchback,black,tx,30.08,-94.14
beaumont / port arthur,22990,2019,mazda,mazda3 preferred hatchback,good,2308,clean,other,hatchback,black,tx,30.08,-94.14
beaumont / port arthur,21990,2019,mazda,mazda3 premium sedan 4d,good,13858,clean,other,sedan,red,tx,30.08,-94.14
beaumont / port arthur,13990,2012,mazda,mazda3 s grand touring,good,56326,clean,automatic,hatchback,black,tx,30.08,-94.14
brownsville,3150,2012,mazda,3,excellent,200000,clean,automatic,sedan,black,tx,25.950376,-97.321693
corpus christi,13888,2017,mazda,mazda3,,73772,clean,automatic,sedan,custom,tx,27.65787,-97.479816
corpus christi,13500,2016,mazda,3,excellent,54700,clean,automatic,sedan,white,tx,28.0435,-97.0527
corpus christi,18928,2018,mazda,mazda3,,30369,clean,automatic,sedan,blue,tx,27.703573,-97.345045
corpus christi,13888,2017,mazda,mazda3,,73772,clean,automatic,sedan,custom,tx,27.65787,-97.479816
corpus christi,17990,2018,mazda,mazda3 touring sedan 4d,good,28303,clean,other,sedan,silver,tx,27.8,-97.39
corpus christi,19901,2018,mazda,mazda3,,19402,clean,automatic,sedan,black,tx,27.703573,-97.345045
corpus christi,19901,2018,mazda,mazda3,,19402,clean,automatic,sedan,black,tx,27.703573,-97.345045
corpus christi,14990,2012,mazda,mazda3 i touring sedan 4d,good,39356,clean,automatic,sedan,silver,tx,27.8,-97.39
corpus christi,7902,2016,mazda,mazda3,,138311,clean,automatic,sedan,custom,tx,27.7061,-97.3537
dallas / fort worth,2750,2007,mazda,3,good,165000,clean,automatic,,,tx,32.843392,-97.294579
dallas / fort worth,18990,2016,mazda,mazda3 s grand touring,good,46845,clean,other,hatchback,red,tx,32.79,-96.76
dallas / fort worth,0,2018,mazda,mazda3,,56616,clean,manual,,white,tx,33.165953,-97.076972
dallas / fort worth,2500,2005,mazda,3,fair,170748,clean,automatic,hatchback,grey,tx,32.9185,-96.6775
dallas / fort worth,0,2008,mazda,mazda3,,1,clean,automatic,sedan,black,tx,32.909754,-96.684951
dallas / fort worth,19990,2018,mazda,mazda3 touring sedan 4d,good,16524,clean,other,sedan,black,tx,33.04,-96.98
dallas / fort worth,4400,2010,mazda,3,like new,178000,clean,automatic,coupe,blue,tx,32.7503,-96.9723
dallas / fort worth,5250,2010,mazda,3 i sport,excellent,156000,clean,automatic,sedan,grey,tx,32.932022,-96.74591
dallas / fort worth,20990,2019,mazda,mazda3 hatchback 4d,good,3824,clean,other,hatchback,white,tx,32.69,-97.12
dallas / fort worth,7999,2013,mazda,3,,107062,clean,automatic,other,black,tx,32.88015,-96.660423
el paso,4995,2013,mazda,3,excellent,113000,clean,automatic,,,tx,31.759169,-106.398835
el paso,18990,2018,mazda,mazda3 touring sedan 4d,good,18553,clean,other,sedan,white,tx,31.84,-106.43
el paso,0,2013,mazda,3,,90000,clean,automatic,,,tx,31.738186,-106.373298
el paso,10995,2011,mazda,3 speed,good,74402,clean,manual,hatchback,black,tx,31.801627,-106.303787
el paso,0,2012,mazda,mazda3 mazdaspeed3,good,93939,clean,manual,hatchback,black,tx,31.79179,-106.374458
el paso,11200,2016,mazda,mazda3,good,60225,clean,automatic,sedan,white,tx,31.8383,-106.5364
el paso,13500,2016,mazda,3,like new,48492,clean,automatic,sedan,black,tx,32.3839,-106.4937
houston,5900,2012,mazda,3,excellent,102000,rebuilt,automatic,,,tx,29.959126,-95.466717
houston,13983,2014,mazda,mazda3,,80992,clean,automatic,hatchback,grey,tx,29.784452,-95.656235
