id,price,year,odometer
7315781432,0,2013,58572
7315527007,0,2017,66415
7315026241,0,2013,58572
7304803980,8400,2014,114826
7310903950,0,2020,1247
7310895891,0,2017,28126
7308281080,0,2020,7413
7304183386,0,2020,2097
7303763461,18995,2014,49799
7303701357,0,2020,18648
7303672656,0,2020,3425
7303671458,0,2020,1247
7316825114,2500,2016,112793
7316592516,9000,2012,88205
7316566899,5975,2011,149000
7316002002,5800,2013,138464
7316001620,5800,2013,138464
7316001069,6600,2017,90505
7315916229,8795,2012,107000
7315875896,6975,2014,128000
7315538979,16000,2018,68400
7315420421,6700,2011,104100
7315060350,9140,2014,71500
7314994645,3990,2007,146000
7314136467,2500,2001,137200
7313997378,3800,2006,200000
7313974052,2400,2002,123188
7313558607,12900,2015,112996
7316845039,2495,2012,116806
7316844417,2495,2018,60785
7316571801,5975,2011,149000
7316570425,5975,2011,149000
7316569699,5975,2011,100000
7316538238,6975,2014,128000
7316402887,999,2012,87836
7316387016,13900,2014,80645
7316367984,4500,2007,120000
7316364621,6999,2017,76000
7316322380,2599,2018,60785
7316315771,9995,2012,116806
7316299796,8500,2012,138000
7316281998,2500,2012,110000
7316214294,6990,2012,85140
7316095197,6500,2013,155000
7316024515,6975,2014,128000
7316023586,6975,2014,128000
7315998970,3995,2007,127277
7315922540,5400,2009,101845
7315878598,5750,2012,146000
7315840218,3500,2008,180000
7315569096,5900,2012,111481
7315568204,13900,2014,80465
7315551601,11900,2017,68609
7311953694,0,2015,88208
7315843222,0,2017,122000
7305510929,3900,2008,200000
7304987560,12499,2016,92275
7304280787,0,2016,112538
7302769625,0,2017,122000
7316835078,12995,2012,22073
7316553887,5975,2009,84771
7316526211,6000,2013,192000
7316363610,10200,2016,107220
7316362346,13500,2017,46920
7316362014,16300,2017,71842
7315832801,0,2016,106575
7315352518,1550,2002,149833
7314669126,4500,2008,113076
7314652871,1550,2002,149833
7313523443,12000,2017,72000
7312899065,16300,2017,71842
7312898697,13500,2017,46920
7312898432,10200,2016,107220
7312551328,0,2016,112538
7310690080,19500,2019,14400
7310501904,10200,2016,107220
7310501286,13500,2017,46920
7310500973,16300,2017,71842
7310439281,6500,2014,144747
7309376444,1500,2003,110000
7308918266,8000,2015,130000
7308558156,6995,2011,89100
7308556595,9495,2012,68449
7308322090,0,2016,112538
7307878767,16300,2017,71842
7307878493,13500,2017,46920
7307878228,10200,2016,107220
7306275810,10200,2016,107220
7306275493,13500,2017,46920
7306274924,16300,2017,71842
7304965962,12499,2016,92275
7316031353,19999,2017,33776
7313196280,12500,2011,127251
7310985303,3595,2005,182340
7306308565,6900,2014,109000
7305781629,3595,2005,182340
7304947675,12499,2016,92275
7316794790,6750,2013,103000
7316587131,12900,2015,112996
7316571034,5975,2011,149000
7316500885,10900,2012,112000
7316438915,17500,2017,37133
7316212023,16000,2017,63000
7316025619,6975,2014,128000
7315943920,7400,2010,114456
7315911859,5500,2011,164740
7315632460,13500,2014,66333
7315285811,3990,2007,146000
7315182633,5999,2007,136000
7315182061,6999,2010,75000
7315180690,5500,2010,95000
7314874849,7900,2013,117258
7314860234,12250,2013,11500
7314466889,6250,2014,149000
7314027865,11995,2015,72394
7313198607,13500,2014,66333
7316844041,8995,2016,85331
7316572660,5975,2011,149000
7316539186,6975,2014,128000
7316331070,20900,2015,46200
7315565184,26500,2017,32000
7312962430,11995,2016,109241
7312062010,4975,2010,167000
7312010577,10995,2016,101766
7312008706,7995,2011,122709
7312006308,6995,2013,102495
7311714115,10500,2014,106197
7310188266,2800,2003,130000
7309923671,10995,2016,101766
7309921919,8995,2016,85331
7309914331,6995,2013,102495
7307783074,2800,2003,130000
7307265542,7995,2011,122709
7306125496,11900,2011,74900
7304237895,8500,2013,113000
7303858546,6995,2013,102495
7303718171,2800,2003,130000
7302911767,10995,2016,101766
7316798350,7995,2007,102672
7315890129,7990,2012,134000
7315205471,11515,2015,81171
7314589138,41000,2020,27300
7309900889,11515,2015,81171
7308915322,1200,2012,225000
7308330994,11515,2015,81171
7306909022,11515,2015,81171
7305936764,5400,2008,106500
7303363349,11515,2015,81171
7303229623,11515,2015,81171
7316614233,9000,2011,116020
7316191144,1850,2005,264000
7315296442,6950,2012,122000
7315295702,7450,2013,102300
7314586434,11995,2013,144967
7314188854,11200,2012,88000
7313984199,6799,2014,121924
7313678591,11500,2016,88000
7313525787,7900,2011,150963
7312102665,18995,2017,66373
7311987316,6950,2012,122000
7311986252,7450,2013,102300
7309562410,1200,2002,146000
7316911301,6999,2011,113000
7316856307,6315,2007,139347
7316817692,9498,2011,77571
7316719169,4999,2006,123929
7316607186,2000,2013,77447
7316602939,8999,2011,110000
7316590746,2700,2005,148000
7316569723,7900,2018,90000
7316526379,7499,2014,116000
7316526101,8999,2016,62000
7316524208,8999,2017,116000
7316523091,6999,2017,108000
7316007853,8995,2015,115399
7315889931,7990,2012,134000
7315874642,1500,2014,124000
7315832159,7500,2013,92500
7315799753,3500,2008,226886
7315589515,2900,2008,175000
7315775681,4200,2007,160000
7315594858,6500,2012,125500
7315587188,1500,2015,145006
7315518204,8995,2017,32000
7315483601,5900,2011,134079
7315409053,5599,2010,115497
7315403719,7600,2016,108222
7316915159,4150,2008,64100
7316867500,4250,2007,140000
7316844084,11000,2015,98000
7316574082,5975,2011,149000
7316559860,6975,2014,128000
7316547938,3600,2005,133452
7316518951,5695,2011,135000
7316495725,2650,2014,160000
7316445245,20500,2019,36363
7316253232,7400,2011,110000
7316205385,11500,2017,80537
7316192560,13299,2015,90817
7316086488,6950,2011,105000
7315961398,6990,2015,105586
7315750423,8000,2012,133645
7315637962,11272,2011,58000
7315565826,7300,2017,65123
7315431915,11500,2017,80537
7315380138,13995,2016,47292
7315380089,18495,2018,26771
7315380064,18495,2018,27847
7315377684,7495,2010,143000
7315374945,8495,2015,124000
7315170510,3450,2009,190000
7315108946,13990,2016,25000
7315108829,10990,2014,61000
7315108695,7990,2017,64000
7315108121,10990,2018,51000
7315065738,11988,2017,49304
7314928456,3490,2008,116000
7314902023,3990,2006,129000
7314840703,1,2003,106000
7314824579,6975,2011,105054
7315632357,9597,2014,145789
7315632240,9663,2016,106992
7315178009,8990,2008,101200
7314650537,11500,2016,40900
7314567779,6300,2013,127000
7313665348,6250,2008,141050
7310222435,13000,2015,69000
7316573374,5975,2011,149000
7316541792,6975,2014,128000
7316253492,5900,2006,199000
7316106076,9900,2017,100200
7312059942,4975,2010,167000
7316542765,9500,2010,97500
7315638247,9597,2014,145789
7315638141,9663,2016,106992
7310315963,5500,2008,101000
7316501692,11995,2017,153660
7316493827,14250,2016,40961
7316432683,26500,2019,10832
7316406216,11499,2013,82000
7316393993,2900,2003,112000
7316362682,3999,2004,140048
7316298635,3500,2013,68464
7316233036,4250,2009,170000
7316197353,11500,2016,56000
7316085750,6995,2016,148000
7316055209,7999,2009,135000
7316047262,2200,2008,187156
7316845144,9995,2011,123369
7316928168,2900,2008,232444
7316835300,12995,2012,22073
7315979083,4000,2008,168000
7315892293,7990,2012,134000
7315318645,10977,2018,123535
7313568733,12000,2016,86000
7313495943,7500,2013,76500
7312990435,11900,2015,80000
7311435834,8950,2013,84000
7311126363,13977,2014,97310
7309310455,11900,2015,80000
7308321629,0,2016,112538
7308053369,12977,2016,125763
7307487301,14977,2016,110197
7305982171,31977,2020,4444
7316574732,5975,2011,149000
7316561094,6975,2014,128000
7312064816,4975,2010,167000
7311407015,4740,2005,157000
7309075369,3500,2006,176000
7309057347,16900,2017,35000
7308244129,8500,2012,91000
7304744107,8988,2013,83311
7304743364,7772,2014,122184
7302934254,9100,2012,106210
7315927023,0,2017,66415
7315635456,9597,2014,145789
7315635347,9663,2016,106992
7315368075,13995,2016,102271
7314583671,0,2013,58572
7307866654,4500,2013,108000
7307809685,9995,2011,117160
7302858257,9995,2014,87397
7302405330,28900,2018,23381
7316388712,7995,2007,102672
7315225614,10399,2014,66500
7311788452,10399,2014,66500
7311152042,10399,2014,66500
7306018749,4450,2011,123821
7314601596,14999,2014,135696
7314596404,8249,2016,62463
7314568168,15749,2017,21405
7314567099,16499,2016,37481
7314106513,6500,2012,85000
7313961416,7999,2013,66894
7313410201,8999,2013,81456
7312858129,8000,2013,125000
7311696420,16995,2017,67395
7311672004,10999,2014,146358
7311365547,8400,2011,160000
7310091555,7995,2012,123609
7308583218,3995,2010,167000
7307946813,5995,2009,136958
7306414246,10999,2014,105196
7305321297,11000,2018,64000
7304421653,5995,2009,136958
7316402460,9000,2017,34652
7316306431,8495,2014,151033
7316299637,5800,2011,99471
7316115625,9500,2013,129190
7316045262,2800,2003,168750
7316034565,6950,2012,48000
7315894712,4300,2010,149805
7315491426,2700,2009,129000
7315395982,4850,2008,130000
7315247084,4995,2006,105000
7315161937,6000,2012,79232
7315099799,3988,2007,99855
7315092913,4500,2006,145000
7311694951,8000,2012,91230
7306836722,14000,2016,76000
7306798397,10999,2014,129170
7306777533,7999,2013,110090
7306697389,14499,2014,59880
7304243448,6000,2008,133000
7315767415,3500,2010,147000
7313531108,1000,2014,93208
7307855416,7499,2009,92246
7305630124,7499,2009,92246
7315020312,19000,2018,49950
7306313424,8250,2017,117442
7304556272,4000,2006,160845
7304334481,10450,2013,129220
7303742303,8747,2014,112802
7315781596,2699,2010,165000
7314712794,3900,2011,175000
7314525928,2800,2006,113000
7310246897,7495,2009,163000
7305129785,9500,2013,61500
7303088208,2990,2009,128000
7303063554,2995,2009,127000
7316254872,8495,2012,46453
7316251298,11995,2017,87839
7316165365,7500,2014,126000
7314094821,5995,2005,106229
7313250256,7900,2015,77000
7313152371,6995,2013,159850
7311961381,17500,2018,27050
7311816818,2900,2007,200000
7311770900,6995,2013,159850
7311169162,6995,2013,159850
7310982993,9800,2011,124000
7310954228,1000,2019,28000
7310609029,6995,2013,159850
7310247471,7495,2009,163000
7307162459,1000,2017,28000
7305865724,6995,2013,159850
7304712401,2500,2004,95179
7302545318,1000,2017,28000
7316941950,4495,2012,135000
7316787964,8795,2014,96000
7316594604,4500,2007,213000
7316255070,8495,2012,46453
7316103638,6000,2007,73500
7310926055,1000,2018,28000
7310867925,11995,2017,87839
7310409722,13995,2013,90384
7310360202,6995,2013,123527
7307806074,6100,2013,109900
7307743698,8795,2014,96000
7307209382,6500,2007,73500
7307163378,1000,2017,28000
7306949086,3300,2005,135
7304222175,7500,2011,176000
7303041446,4495,2012,135000
7302551280,1000,2017,28000
7316938583,8995,2011,104827
7316890021,11000,2017,58514
7316623408,5750,2012,93000
7316324133,10844,2016,70179
7315952913,5599,2005,102000
7315549380,10995,2011,73511
7315512110,7821,2013,128168
7315508308,8977,2017,63281
7315350932,6300,2013,100000
7315013985,2500,2013,267000
7315002452,8950,2015,38000
7314638998,8900,2010,83888
7314601232,5950,2012,93000
7314596806,7950,2015,96000
7314594261,8750,2017,109000
7314493788,3300,2010,187429
7314493067,3300,2010,187429
7314492640,3300,2010,187429
7314491872,3300,2010,187429
7314491287,3300,2010,187429
7314487779,3300,2010,187429
7314075420,5700,2007,136000
7313869049,4999,2005,114000
7313780704,5600,2009,102000
7313571543,4500,2003,166000
7313018746,7490,2009,83000
7316645868,15800,2016,65765
7314622804,8500,2010,77309
7309987381,9990,2011,149000
7307978740,9990,2011,149000
7306901444,7500,2011,95000
7304231324,6400,2014,80123
7316473800,13900,2016,144068
7315292740,0,2012,139000
7314953721,6900,2014,72050
7314742644,5500,2012,163431
7313844304,4995,2005,61035
7313793627,1895,2012,85167
7313512965,14700,2016,9533
7312835292,12999,2011,79083
7312062690,0,2013,110000
7312035814,10995,2013,68380
7310987386,10500,2012,111000
7307241155,9395,2012,151731
7306857571,0,2016,100000
7306626905,9395,2012,151731
7306377232,3999,2000,78526
7306357576,10999,2006,69340
7306072224,23380,2015,26314
7305852544,9395,2012,151731
7304283638,4300,2005,130000
7303236319,0,2013,110000
7302518936,5999,2011,154199
7302322441,25995,2018,11514
7302320501,15995,2018,21238
7315207595,13995,2017,63633
7310220695,13995,2017,63633
7304571620,13995,2017,63633
7316621304,8500,2011,113721
7315301397,5900,2010,113683
7314858617,5395,2014,180101
7313513120,14700,2016,9533
7313409771,10950,2014,115450
7312932108,5600,2008,128635
7312274980,17000,2017,70000
7312272982,13000,2017,105000
7311070105,9990,2015,85386
7309834363,15998,2014,49721
7307143977,21995,2015,42014
7307133763,15995,2014,66512
7306822318,18749,2016,35947
7308260612,7800,2011,85049
7308260596,8800,2015,101868
7308260600,5900,2008,110205
7306140165,5900,2008,110205
7306140151,7800,2011,85049
7306140152,8800,2015,101868
7304206109,5900,2008,110205
7304206102,8800,2015,101868
7302068655,4900,2008,111771
7313513016,14700,2016,9533
7316910250,1,2013,92292
7316798504,10495,2015,90000
7315122379,7300,2009,132704
7314081663,10495,2015,90000
7313362887,0,2015,100000
7312498584,12000,2013,70550
7312324817,9900,2013,101500
7311834874,4000,2004,49511
7311356958,0,2015,118000
7310839430,5900,2009,90804
7310788356,22988,2018,26500
7308260799,7800,2011,85049
7308260754,5900,2008,110205
7308260755,8800,2015,101868
7307147815,0,2015,118000
7306699417,0,2013,106000
7306242909,3999,2008,174000
7306141062,5900,2008,110205
7306141064,7800,2011,85049
7306141057,8800,2015,101868
7314339416,15990,2012,76605
7314126541,1500,2005,140000
7312785562,0,2015,124600
7305929157,85,2013,116575
7305627043,85,2012,124047
7302524786,85,2015,123546
7302058742,0,2016,117400
7316711680,12999,2015,96998
7316626128,7,2012,119280
7316148184,12999,2015,78554
7314620134,3200,2008,211360
7314508382,11999,2017,113593
7314334221,16999,2017,71910
7313774878,0,2009,105148
7313513204,14700,2016,9533
7311821111,0,2011,124688
7311552357,12999,2014,119783
7311497526,11999,2017,94503
7311036798,9899,2012,124821
7310877000,11999,2014,109221
7310778405,8999,2012,113499
7309949109,7999,2010,99274
7309889400,17999,2015,81195
7309809763,8995,2013,150211
7309237117,3500,2009,150000
7307724667,16999,2016,81713
7307724311,0,2009,105148
7307426094,12999,2011,98854
7307344952,16900,2018,33135
7307201290,13999,2015,94383
7306119588,0,2011,124688
7303650601,5990,2008,313700
7302125325,11999,2012,100520
7314572283,4990,2009,240000
7313515615,11480,2017,65955
7313338827,10300,2016,124000
7313295566,6900,2013,138000
7305844280,10495,2012,83946
7302693630,10495,2014,77793
7302162142,13900,2019,31286
7316713764,12999,2015,96998
7316656448,6990,2009,134063
7316403384,7898,2017,62327
7316399423,7698,2018,143178
7316213526,1850,2007,150872
7316149934,12999,2015,78554
7315761584,6499,2007,46000
7315662297,6500,2010,109123
7315510897,11950,2013,110000
7315244393,0,2008,88102
7315121117,3900,2011,131822
7314977263,3999,2008,98703
7314577619,11999,2013,113593
7314336132,16999,2017,71910
7314261715,1850,2007,150872
7314188674,3200,2008,211360
7313513060,14700,2014,9533
7313354808,0,2010,181000
7312911833,7898,2017,62327
7312908246,7698,2018,143178
7311995544,10500,2014,94000
7311913072,6495,2009,121619
7311912103,9295,2013,101853
7311816814,9890,2013,108664
7311554632,12999,2014,119783
7312312341,10300,2017,66000
7303608631,6990,2012,96640
7316880470,1200,2007,207468
7315545827,6500,2013,124000
7313517668,11480,2017,65955
7310890860,15995,2014,38412
7302101237,6650,2010,90129
7314490384,12900,2017,64000
7314346876,15990,2012,76605
7313988159,3850,2007,104500
7313069765,2500,2010,153000
7313049790,8900,2009,108000
7310633369,2000,2007,238050
7308982153,15000,2017,86000
7307461229,8895,2013,76000
7305417934,2181,2003,168000
7304196648,4900,2008,100000
7316889589,3500,2012,242989
7316823502,5991,2011,138880
7316820363,6591,2014,145909
7316818588,4991,2013,151068
7316741955,1500,2017,75000
7316462149,4689,2007,107638
7316456975,5590,2011,102838
7316238945,1500,2019,50242
7316184657,12900,2020,136
7316143713,6800,2015,76000
7315735880,8000,2017,60000
7315699360,7200,2013,102750
7315312189,16000,2016,57300
7315184472,3290,2008,161000
7315065684,1500,2016,80286
7315056996,1500,2016,44492
7315046596,2500,2018,16543
7315009501,4995,2012,102837
7315006694,5995,2013,136840
7314865074,5500,2013,100000
7314856963,6800,2013,83650
7314782515,3800,2011,137000
7314593888,6495,2007,62700
7314469030,3999,2007,134000
7314464227,8900,2015,111000
7314449010,5991,2011,138880
7314446443,4995,2012,102837
7314444216,6591,2014,145909
7314442536,4991,2013,151068
7314439714,5995,2013,136840
7314389012,3000,2017,16201
7316697625,3995,2007,129400
7315256486,12950,2015,104000
7314430246,6995,2010,54161
7312736575,7950,2011,77000
7312651682,3490,2013,183000
7312646895,3490,2009,141000
7311573956,0,2013,78000
7311241091,12900,2014,63000
7311081216,8488,2008,70816
7310440384,13888,2017,54484
7310123559,7950,2011,77000
7309065959,2390,2007,158000
7308293961,14450,2013,71000
7307978328,0,2013,78000
7304389637,0,2013,78000
7303464222,9950,2016,105877
7303464138,11380,2015,70190
7314997106,7492,2013,101272
7314798806,3995,2010,148843
7313274321,2600,2008,148000
7312624779,2500,2006,218000
7311524451,2800,2008,148000
7310825144,2995,2008,155082
7310810246,3495,2005,176236
7307297504,2200,2010,214644
7306644719,2995,2008,289499
7304365682,3995,2010,148843
7304138613,3995,2010,228771
7316747899,4500,2008,97000
7316723452,14627,2016,57499
7316715661,12999,2015,96998
7316563247,15000,2015,51100
7316457900,6995,2010,126100
7316412584,4800,2004,46000
7316334342,8950,2011,118000
7316151568,12999,2015,78554
7316132242,11900,2014,69998
7316062874,4999,2008,119977
7315909672,4000,2003,200000
7315629351,5200,2008,119861
7315466163,4200,2008,159000
7315404260,9999,2011,64500
7315392367,2800,2006,133000
7315256254,14800,2015,25280
7315108091,18500,2020,22400
7314909176,4950,2006,112000
7314731714,3988,2008,129141
7314688177,8900,2014,45000
7314579531,11999,2013,113593
7314519594,8595,2011,155566
7314337914,16999,2017,71910
7314046078,15990,2012,76605
7313983973,8400,2011,148100
7313957601,5500,2007,150000
7313558452,2975,2003,106000
7313513258,14700,2016,9533
7313428085,7595,2015,90937
7313406807,5500,2013,85000
7313365889,3300,2008,178000
7313028389,8950,2011,118000
7312992671,4000,2003,200000
7314323650,6999,2013,139875
7313512916,14700,2016,9533
7312780291,14900,2016,9533
7310291573,9989,2013,77204
7309174423,7499,2014,116291
7306947025,10990,2014,67622
7306943458,8850,2014,53913
7305886433,9500,2013,600
7304397861,6999,2013,139875
7303206082,9500,2014,128642
7302436519,6850,2015,105346
7312549205,9200,2016,130973
7307631179,2500,2008,140000
7316821572,7995,2013,112300
7316718672,14995,2016,98000
7316674589,9899,2013,143429
7316667518,8999,2015,162856
7316624009,4900,2011,150000
7316623895,3900,2011,140000
7316504361,5900,2009,187193
7315649866,11500,2011,83433
7315645673,12500,2011,83433
7315453083,4800,2009,167500
7315246842,11000,2016,104863
7315246573,11000,2015,125327
7315208000,3900,2011,140000
7315207868,4900,2011,150000
7314799507,2650,2005,215000
7314792276,10000,2014,123333
7314518485,4800,2012,14300
7314236804,4900,2011,150000
7314236172,3900,2011,140000
7316903172,7795,2010,121500
7314558072,10500,2010,76300
7309356869,12900,2014,180946
7311205419,11000,2015,95538
7309231661,13400,2015,120879
7315086107,4800,2001,191000
7313788289,2200,2007,226000
7313750618,14000,2015,87740
7316431763,19995,2018,14147
7316375466,24444,2019,5925
7316369873,20995,2020,18066
7316368293,28888,2018,13756
7316367799,17995,2017,59676
7315709908,8800,2011,33090
7315524640,18995,2018,12310
7315524623,19995,2018,14147
7315169884,17000,2017,32000
7315148621,13000,2015,65000
7315036198,21000,2018,30300
7314667868,13488,2015,49344
7314632103,20800,2018,20400
7314519942,24444,2019,5925
7314518967,20995,2020,18066
7314518364,28888,2018,13756
7314517932,17995,2017,59676
7314102699,11995,2013,109288
7314005157,1999,2013,75594
7313936494,9800,2013,100000
7313869787,1000,2005,72000
7313697475,15995,2017,43321
7313569742,17333,2017,42149
7313567623,24444,2019,5925
7313565933,20995,2020,18066
7313564621,28888,2018,13756
7313563488,14500,2017,36898
7316930658,19750,2018,25400
7316906863,11550,2014,99645
7316782064,190,2011,110991
7316777136,200,2016,88282
7316776766,200,2016,88282
7316776474,2000,2004,171000
7316621337,2500,2003,130000
7316528866,190,2011,110991
7316525498,200,2016,88282
7316525372,200,2016,88282
7316481558,3900,2006,53800
7316323878,190,2011,110991
7316314243,17936,2016,69400
7316310421,200,2016,88282
7315390843,190,2011,110991
7315383673,200,2016,88282
7315122479,190,2011,110991
7314944068,215,2017,60000
7314943643,200,2016,88282
7314546135,200,2016,88282
7314423342,4295,2007,136756
7314392088,6995,2011,112938
7314391617,6295,2008,107818
7314364330,5295,2007,123844
7314322010,13995,2016,20897
7313399127,195,2011,128238
7313395084,200,2016,88282
7313391955,215,2017,60000
7313168814,3500,2002,150721
7313060625,55000,2021,6700
7313028560,195,2011,128238
7313027476,200,2016,88282
7313027119,215,2017,60000
7315455750,0,2012,106925
7313690590,8900,2016,70000
7312058487,23495,2018,16099
7311994797,15495,2015,74468
7311992114,12995,2016,55035
7311991566,12995,2018,107328
7309663721,5200,2009,30000
7308477758,13753,2015,78448
7306383400,7848,2013,100000
7316723541,23498,2017,67349
7315928490,2500,2005,112899
7313614523,10995,2011,118232
7313194883,5000,2008,113605
7311704448,5595,2007,104497
7303585195,4895,2007,180000
7316750315,9750,2016,82235
7316744844,8490,2013,52626
7316743638,13860,2012,119668
7316480499,20500,2016,24200
7316397720,9995,2013,76884
7316397319,8995,2011,169096
7315913450,10000,2017,105000
7315316714,9750,2016,82235
7315129656,5990,2006,138000
7315027146,9800,2016,82235
7314999783,8490,2013,52626
7314999032,13860,2012,119668
