id,price,year,odometer
7314950348,9995,2013,76884
7314949948,8995,2011,169096
7314013720,6200,2012,98740
7313444283,8995,2011,169096
7311719516,14588,2015,65444
7306979384,14588,2015,65444
7308456871,3499,2007,61000
7306535757,3550,2006,156927
7302329220,2650,2005,79800
7316964363,7700,2015,87000
7316363057,30000,2018,32475
7316307325,2790,2004,152530
7316198637,3995,2006,71149
7316053163,3795,2007,100021
7316040553,7000,2013,102000
7315808501,16900,2018,58950
7315619233,5500,2011,116142
7315404499,3600,2007,168000
7315368695,4900,2012,150000
7314732537,2950,2004,101000
7314169282,10000,2012,128000
7313152032,5999,2011,162000
7309242258,4950,2007,130889
7314098864,3500,2010,151444
7311330833,0,2014,152688
7310943930,9995,2013,106417
7310940814,11995,2013,88454
7310939771,16995,2016,76591
7310939452,17995,2017,68591
7310936313,15995,2019,49237
7310933573,11995,2014,59882
7310931608,15995,2015,85179
7310931303,13995,2015,68676
7309243372,4950,2007,130889
7308813282,5975,2013,87501
7308401359,4475,2005,115098
7308222485,0,2013,91115
7305372800,4400,2011,155000
7303061365,2850,2008,122000
7316409799,12495,2013,124906
7315125006,4600,2011,53683
7316905521,9999,2016,87549
7316535526,8950,2013,126017
7316325802,6777,2011,136390
7316323797,8888,2013,142310
7316268235,2700,2004,165123
7315899326,3750,2009,114000
7315768322,8795,2010,96833
7315534131,7000,2012,89769
7315526074,18799,2014,35000
7315360163,6850,2010,92343
7314896190,2500,2013,198000
7314466205,7500,2015,130000
7314455741,4500,2009,169798
7313977916,12000,2011,195000
7313852243,9995,2017,114000
7313849839,7695,2012,108000
7313562616,7950,2012,124000
7312638536,3750,2009,114000
7312066426,7950,2003,106518
7311854133,3500,2007,186670
7311623885,9995,2013,98000
7311485617,7500,2015,65000
7310431234,20950,2015,30827
7310327747,9995,2017,114000
7310324011,7695,2012,108000
7309938264,5950,2008,78000
7301998110,3950,2009,154100
7315526062,4500,2014,150000
7315344660,10995,2013,62893
7314402950,11995,2017,78536
7314140687,3500,2008,202500
7313485229,10900,2013,73000
7312807683,5250,2009,97751
7311833868,12000,2013,114000
7311413011,5995,2010,135144
7310892987,5995,2007,139652
7310889037,7995,2011,130000
7309432406,4995,2007,159015
7308488702,2995,2007,164000
7303301059,5000,2010,141000
7316701801,1000,2005,145000
7316417990,5995,2012,160000
7316140271,199,2014,63212
7315937533,7900,2011,105000
7315428899,5500,2011,183000
7315381578,13490,2012,62832
7314657931,18000,2017,77770
7314054433,8500,2011,123000
7312515645,7500,2011,93000
7311851526,199,2012,93300
7311612584,11600,2016,97810
7310965104,12875,2019,43568
7310538786,16872,2015,58754
7309259593,11500,2013,93660
7308400907,3750,2007,87000
7308344600,7990,2012,107706
7306742935,5500,2012,99000
7303736374,199,2014,65200
7316875365,23000,2017,24500
7315883336,4985,2010,170451
7314544422,15895,2016,48483
7313916024,7400,2014,107976
7313915852,10800,2017,54696
7312617097,9000,2013,91000
7311422410,5995,2010,135144
7310889445,7995,2011,130000
7310283609,15800,2019,8047
7309434984,4995,2007,159015
7309207113,10800,2017,54696
7308917432,9299,2017,64960
7308784658,5700,2010,137303
7308229362,10800,2017,54696
7307132023,12400,2017,65720
7304802647,15895,2019,35599
7304763214,10800,2017,54696
7303584893,4985,2010,170451
7303054525,12400,2017,65720
7303054356,15800,2019,8047
7302974962,2700,2003,220000
7302783636,10800,2017,54696
7314024545,7700,2011,171000
7305601507,19900,2021,351
7304497177,7700,2011,170000
7311594845,7995,2012,126256
7311294969,6495,2012,94450
7307161269,4500,2007,178123
7306649561,4500,2007,106403
7305602757,19900,2021,351
7302490738,6495,2010,55986
7302013363,7995,2013,93629
7316161457,8150,2016,75000
7316159550,7450,2016,94000
7315580570,13000,2017,70000
7314679837,3900,2006,188345
7314287576,7950,2015,65000
7311139519,1900,2007,160000
7310488138,0,2015,99564
7306914918,0,2018,24739
7305602452,19900,2021,351
7304821919,5200,2013,182000
7304535297,9495,2011,136700
7304199985,5900,2013,94000
7308293158,6000,2008,78620
7302013449,7995,2013,93629
7301913299,13850,2018,20000
7305602029,19900,2021,351
7303234142,10199,2017,65557
7305603402,19900,2021,351
7302013456,7995,2013,93629
7316747875,7950,2015,65000
7316739134,9950,2015,87000
7315454543,3599,2011,175809
7315279082,11985,2013,67000
7315278222,6950,2011,129000
7315277344,9950,2009,90000
7315277347,14985,2014,101000
7315276694,8975,2010,146000
7315275260,13950,2015,61000
7315274383,7885,2007,145000
7315265460,14999,2017,53993
7314862501,14495,2015,76413
7314800040,7490,2015,113000
7314799758,7490,2016,78000
7314282095,10999,2013,76426
7313593938,15490,2017,30000
7312944555,2500,2012,151136
7311581460,2799,2007,155761
7311310320,11999,2017,59000
7310876056,7490,2015,113000
7310875656,7490,2016,78000
7310414144,10500,2016,55205
7309916659,15490,2017,30000
7308326905,12995,2015,65160
7307028833,27500,2020,10400
7309009850,21000,2020,2500
7305603094,19900,2021,351
7304209769,5900,2013,94000
7302013451,7995,2013,93629
7316956900,3750,2009,165000
7316795203,0,2019,74200
7316707349,11950,2013,140000
7316672994,9900,2012,80500
7316081955,8250,2012,153132
7316081728,11950,2016,149657
7316080892,9250,2016,115312
7316080775,8750,2013,110312
7316080109,10950,2013,119523
7315286840,12995,2015,74000
7314295747,7950,2011,174461
7313801888,3950,2007,158112
7313798384,3450,2010,163110
7313469377,3950,2005,154100
7313073848,5500,2009,113907
7313013999,5950,2010,112500
7312908670,0,2018,93900
7312905486,0,2018,65900
7312904195,0,2020,19500
7311543268,6980,2009,113733
7311540870,13980,2015,86433
7311536859,9980,2011,91924
7311420432,6975,2009,145000
7311354161,8450,2017,79112
7316501584,13300,2012,100000
7314278737,1800,2010,100000
7314645382,0,2010,164700
7312620709,0,2010,164700
7311727575,0,2010,164700
7307296866,18200,2020,25743
7310028852,20980,2017,61180
7306736252,19995,2018,37325
7315300565,11495,2017,62155
7315170506,14995,2019,30633
7313916835,0,2018,99425
7312897542,0,2017,85269
7312870131,3995,2007,164000
7311205670,6250,2013,113000
7309859486,9500,2013,143400
7309806008,7500,2018,50032
7307926701,20980,2017,61119
7307301942,18200,2020,25743
7304067124,29500,2020,403
7303090545,0,2018,94423
7303001299,5995,2012,131569
7303000838,14995,2019,30633
7312035263,4850,2009,164998
7302082865,16900,2017,53000
7315451733,12900,2014,111800
7313489778,15939,2018,71725
7313489652,13899,2016,84817
7313489388,13899,2015,117269
7313175129,15700,2011,80400
7315470007,12900,2014,111800
7312550825,7200,2012,152000
7316930038,0,2008,187290
7315463551,12900,2014,111800
7310473831,5706,2008,184281
7308153965,6000,2013,130000
7304404117,6900,2011,127153
7303139940,6500,2012,190000
7302089250,16900,2017,53000
7316847614,7000,2016,54000
7316606108,6950,2008,126634
7316259313,7995,2014,81860
7316211993,6950,2008,126634
7315807472,6950,2008,126634
7314788609,6950,2008,126634
7314380906,4995,2010,171988
7313689178,6950,2008,126634
7312751594,12995,2015,54899
7311900505,4995,2009,125000
7311881159,9995,2015,132000
7311380870,4995,2010,171988
7310458820,12995,2015,54899
7310134740,5500,2012,149000
7308111651,7900,2017,26000
7307652899,4995,2010,171988
7307520872,5500,2010,187765
7307512795,4999,2010,144622
7306075098,12995,2015,54899
7305731661,8200,2017,26000
7304501740,16800,2016,14900
7303336227,4995,2010,171988
7302910932,6999,2014,161322
7302431467,8700,2013,85000
7302085791,16900,2017,53000
7310588292,20995,2020,40727
7312768778,0,2006,100000
7311571035,0,2006,100000
7310817273,11500,2013,117000
7310351214,0,2006,100000
7307352891,0,2006,100000
7302136182,8950,2015,116689
7304522487,7500,2014,85555
7307670341,0,2016,114169
7307663707,0,2018,131538
7314047749,14995,2015,80380
7313637856,10900,2017,69500
7309491746,5877,2005,164144
7309415584,8850,2017,140000
7307448863,10995,2014,68533
7307448565,10995,2016,100503
7307438265,9990,2014,90255
7302125715,8950,2015,116689
7308617785,30,2008,200000
7307931021,0,2018,131538
7304232772,0,2015,149315
7315042761,0,2016,91626
7314460841,13500,2016,34000
7314403448,11495,2013,100887
7314360980,0,2015,80779
7314123335,6950,2014,79000
7314097338,5995,2005,106229
7313894469,4950,2010,121503
7313770630,800,2006,225000
7313444713,2500,2009,142981
7311469004,8000,2011,90248
7311447983,9995,2013,108922
7309890917,8749,2009,97000
7308401148,0,2016,68565
7308339135,4500,2009,145000
7307693763,7495,2011,100100
7315789822,7000,2011,144000
7314496232,3300,2010,187429
7314335075,7600,2014,71890
7313939846,8800,2012,121000
7313348933,1900,2003,200000
7311508947,6950,2013,128000
7311225346,10475,2018,106621
7311156024,7900,2013,76369
7310562559,3990,2011,221300
7309786724,9400,2015,88432
7308263796,6950,2013,128000
7307391798,7895,2015,72142
7306540268,6750,2011,141706
7306037442,5875,2014,117109
7305601509,12500,2014,32000
7304496603,6950,2014,97319
7316669820,0,2010,51809
7308147190,8099,2010,147000
7303583851,0,2010,51809
7316286890,3400,2009,104278
7315400925,4995,2006,98405
7316975911,3495,2012,120000
7316757959,8995,2012,143504
7316611961,16199,2018,24500
7316234325,8495,2013,115000
7316144125,8995,2013,123564
7315466882,11495,2015,61304
7315465306,19000,2016,21112
7315226926,999,2015,70000
7314634770,2900,2007,46700
7314092118,5995,2005,106229
7314026917,3800,2010,12300
7313837625,6590,2012,149000
7313757021,1295,2006,13400
7313729182,5500,2012,62000
7313660389,2950,2012,120000
7313562536,10498,2013,107527
7313439268,6800,2010,89130
7313423299,4495,2010,138521
7313415710,2935,2009,180637
7313291602,2950,2012,120000
7315351443,6500,2013,103000
7314093320,5995,2005,106229
7311358521,6100,2008,111000
7315077695,13900,2015,27910
7309462904,7800,2011,125000
7307044470,6400,2014,68972
7316335062,6995,2013,50000
7316108549,5000,2009,103000
7316016307,4500,2013,127000
7315705884,5999,2013,179000
7315704623,4999,2009,100000
7314406674,10995,2014,100100
7314100758,5995,2005,106229
7313785804,10995,2014,100100
7311466260,3400,2006,143000
7311319082,4950,2013,80628
7310990653,10995,2014,104706
7310982448,9800,2011,124000
7309782153,12900,2013,77698
7309704632,7595,2010,91000
7309485895,13888,2015,96666
7308054917,3800,2006,143000
7304534052,1295,2007,231000
7304387903,5850,2013,80628
7304106370,5999,2013,179000
7304099255,4999,2009,100000
7316281641,2700,2012,198000
7316021328,2950,2009,148748
7316003046,4250,2007,110438
7315963847,6500,2010,133300
7315900687,3250,2006,106000
7315107746,3450,2007,94000
7314101863,5995,2005,106229
7313962346,6995,2009,66000
7313732991,3950,2008,134000
7313604633,9500,2012,97000
7313587329,3450,2007,94000
7313498280,10900,2016,72486
7313485820,8900,2016,71914
7313322068,8999,2015,98000
7312265961,6950,2015,118300
7312193476,9680,2011,111000
7312192177,3450,2007,94000
7311947896,2995,2005,88459
7311920891,12999,2011,55000
7310991690,10995,2014,104706
7310876236,5999,2007,101000
7309283023,4600,2010,127920
7302687850,13600,2016,0
7315371317,1000,2006,176885
7314012367,4300,2011,228000
7313379010,3500,2012,130000
7311812641,3490,2010,220000
7316949070,4600,2008,147600
7314435988,18997,2018,24956
7309183860,0,2018,52600
7303846400,5000,2010,212875
7313452638,3900,2011,136000
7316734793,9950,2011,91200
7316727039,3495,2009,205378
7316372025,0,2015,86022
7315416613,2900,2006,170
7314920132,9950,2011,91200
7314874566,15995,2018,42054
7314860407,0,2011,133093
7314844365,9999,2016,46296
7314766648,5500,2014,97000
7314719571,2995,2005,99000
7314569618,4500,2012,147000
7314465786,16990,2015,37801
7314432666,6995,2012,99000
7314419146,14990,2017,37415
7314339600,1800,2007,163522
7314312265,3600,2011,126000
7313776140,7500,2014,81376
7310393743,6500,2011,140866
7308490041,3449,2010,200200
7316945137,7695,2009,91442
7315579672,7900,2010,89236
7315271021,8495,2012,163535
7314435945,18997,2018,24956
7313286424,9673,2017,114466
7312769050,18899,2017,39335
7312765299,7500,2011,90000
7312758444,20995,2018,40876
7311477256,7500,2007,91000
7310603972,10900,2015,146019
7310272177,11995,2016,63000
7310086208,9995,2014,120000
7309981127,9995,2016,63000
7316868953,8000,2011,117500
7306903910,2000,2002,152000
7316217308,3500,2004,86173
7315788072,21000,2018,20500
7312264821,4900,2014,124667
7305128224,3500,2008,108000
7316179010,19800,2020,38718
7315522560,25000,2018,51000
7315222447,5250,2011,104523
7316727142,3495,2009,205378
7316898986,6995,2015,123320
7316689569,8995,2015,104000
7313961751,6495,2011,171264
7303319008,6495,2011,171264
7316123791,6900,2009,152000
7302760198,4500,2011,134000
7314993655,8490,2011,105598
7314536998,15895,2016,48483
7304792595,15895,2019,35599
7316187610,23500,2017,60000
7315681122,19995,2015,60000
7315380165,7990,2014,135113
7315506808,3000,2010,150000
7313715955,3650,2011,197543
7303830508,3650,2011,197543
7316897607,18990,2015,154284
7316324411,1000,2006,200000
7316309884,3700,2012,200000
7316151284,12889,2017,131900
7315380697,7990,2014,135113
7313793968,16999,2015,58489
7311615884,2300,2007,200000
7311340104,6995,2013,110346
7309407438,23995,2020,21721
7303985478,8000,2013,143910
7303085245,6995,2013,110346
7304615999,6900,2011,35660
7317009684,9488,2016,97000
7317008478,2488,2005,128000
7316932050,3500,2004,157897
7316922789,10488,2013,72000
7316885763,13000,2017,68760
7316866367,11495,2013,79503
7316850905,5300,2010,136951
7316727730,2485,2005,109623
7316528158,4200,2011,92500
7316460594,6999,2015,69528
7316446751,10980,2015,49455
7316412631,6795,2012,192800
7316407120,9100,2016,85043
7316403711,3499,2012,141000
7316330363,3995,2005,129685
7316253165,9495,2018,80119
7316162426,4795,2008,121600
7316142675,7900,2014,119690
7315965063,18775,2019,24566
7315937788,2499,2000,106530
7315544778,2800,2003,174563
7315537824,8573,2015,92176
7315505441,17500,2015,8100
7315362835,8950,2015,35577
7315362324,8950,2015,35577
7315305883,18499,2020,27001
7315281219,6988,2012,142813
7315272626,149,2011,100000
7315272215,199,2015,90000
7315160386,12499,2017,70343
7315118094,10900,2014,67740
7315499914,2800,2008,246500
7313712704,3495,2007,236738
7309525721,7495,2013,0
7309471274,8500,2014,94847
7309029225,10500,2013,90000
7302865972,6950,2013,103000
7316814040,10691,2014,94822
7316465102,6500,2009,178824
7314865359,11976,2017,70247
7314818585,17491,2018,44680
7311339931,6995,2013,110346
7311039467,7495,2012,53675
7309795855,11976,2017,70247
7309407782,23995,2020,21721
7303085080,6995,2013,110346
7314975834,8550,2017,140000
7305240697,4495,2010,100000
7315041384,6995,2012,113000
7314545402,5900,2010,160183
7313793473,5750,2007,150572
7311776342,9800,2017,41000
7308239956,8995,2012,131957
7307215003,6978,2010,130448
7315245122,15997,2013,69671
7314830065,15950,2013,82177
7314646301,0,2008,136700
7313494730,3999,2013,103550
7311727748,0,2010,164700
7311361440,0,2009,226896
7310265468,0,2008,136700
7309163202,13325,2016,139703
7309136411,0,2008,136700
7307633462,0,2008,136700
7315127870,4600,2011,53683
7308467033,3950,2005,152317
7308216963,11900,2014,46926
7304406778,6900,2013,161000
7303848929,0,2007,170000
7303219520,0,2010,164395
7316923186,10200,2011,39600
7311878702,6500,2016,110152
7307764580,14200,2016,71300
7304851474,14200,2016,71300
7307764430,14200,2016,71300
7304849798,14200,2016,71300
7302896741,9999,2015,1
7307764698,14200,2016,71300
7304854446,14200,2016,71300
7313902315,10989,2017,41506
7315894538,6800,2007,34345
7315090841,8700,2016,14940
7314563493,22900,2017,42056
7314311176,6900,2007,34345
7313337731,8700,2016,14940
7313134542,10500,2009,121000
7310343021,9990,2011,117846
7307764873,14200,2016,71300
7304857152,14200,2016,71300
7314907101,8900,2013,137000
7314290820,6480,2012,160800
7314023047,2200,2003,109881
7313490526,15939,2018,71725
7313490245,13899,2016,84817
7313490242,13899,2015,117269
7310361777,25500,2019,23275
7309969141,8450,2015,129701
7308172174,6500,2011,89472
7308155741,4900,2009,122809
7307966898,19500,2019,43500
7307640166,7900,2015,111554
7305862412,600,2014,144000
7304613722,9900,2015,69285
7303609975,8450,2015,129701
7302741418,1200,2005,143000
7306191528,35000,2016,51200
7316569191,7700,2011,125000
7316427279,7499,2013,90000
7316299838,1700,2009,183268
7315914514,7600,2015,85000
7315824146,19300,2017,52500
7314909704,8900,2013,137000
7313990882,6500,2013,85000
7313200026,10000,2016,73800
7313165644,3500,2005,123000
7312941777,15500,2014,57000
7312792614,8400,2018,44000
7312317809,4200,2014,215436
7312315560,6900,2016,100353
7312158774,5900,2009,158000
7311654108,9000,2011,130000
7311563089,7000,2010,163460
7311102227,6750,2010,128992
7310977785,6395,2011,159000
7310976808,5750,2011,109000
7310583901,5295,2010,129000
7310394096,6500,2013,85000
7308493884,6000,2011,145507
7308193236,4500,2006,142000
7307836517,13494,2014,126833
7315609048,7300,2013,64500
7310613033,14500,2014,72400
7312936392,10999,2012,87548
7312426114,3980,2006,164434
7310062094,6495,2007,187003
7305233381,10000,2005,44800
7302315798,10995,2012,140000
7314587195,8498,2013,72608
7313578820,7000,2014,69097
7310062190,6495,2007,187003
7307817955,13985,2014,58288
7316852760,5800,2013,191019
7316801154,14990,2017,42000
7316671441,0,2011,111000
7316529728,1300,2011,180415
7316484715,6500,2009,122000
7316383655,15000,2012,82500
7315913893,5950,2014,148300
7315902887,2800,2009,256200
7315717929,1800,2013,186390
7315695315,5100,2012,201341
7315533302,1200,2009,165000
7315419492,19990,2018,47914
7315297885,8199,2014,52000
7315078612,5800,2013,99200
7314816902,10999,2011,72
7314788767,3900,2007,198500
7313454456,3400,2007,78038
7313324269,7867,2010,71000
7313320447,22990,2018,11000
7313311669,12990,2018,46000
7313310221,10990,2014,105000
7313240360,0,2011,111000
7312930308,10999,2012,87548
7312394758,7800,2013,140000
7311870189,1000,2006,174000
7311867273,14000,2013,83000
7311627698,2500,2006,222039
7311338382,7295,2015,116256
7311270518,0,2011,111000
7310947247,7500,2013,80900
7310611323,14500,2014,72400
7310590649,5300,2010,85185
7310062201,6495,2007,187003
7309717461,0,2011,111000
7309633365,10980,2013,112392
7309122739,5000,2011,113000
7308867744,6500,2009,118500
7308011006,4100,2008,152561
7307644331,0,2011,111000
7311708318,5999,2010,134014
7311116104,5999,2010,134014
7306132420,10700,2013,96100
7316246822,17960,2016,69800
7311938393,4250,2007,198100
7310536978,8450,2016,94000
7310062093,6495,2007,187003
7315788054,9950,2016,46176
7312729541,6995,2013,160000
7310128748,14250,2017,63807
7307782004,7500,2013,88372
7307781512,11500,2014,45952
7306962816,4900,2010,110000
7304731596,11950,2014,104487
7307793644,10999,2014,129170
7317024050,14495,2017,89953
7317001887,10550,2012,74000
7314927682,16777,2020,32575
7312967479,0,2014,67966
7316944038,300,2004,251332
7316840319,3999,2005,117100
7316693893,1,2000,150000
7316590888,20000,2019,69700
7316451930,8888,2015,106571
7316426395,1000,2010,94970
7316344012,7500,2010,110592
7316341887,7999,2013,110680
7316256898,1000,2010,94970
7315590153,9495,2012,105119
7315589911,9495,2013,91132
7315589681,11995,2015,87108
7315589242,6495,2007,156617
7315473191,3300,2005,207000
7315399227,8495,2012,98400
7315161589,7700,2017,128000
7314964480,1000,2010,94970
7314875940,8995,2016,105500
7314875483,8995,2014,96200
7314628861,16900,2017,49500
7314507200,2700,2003,170000
7314411485,7500,2013,91766
7314410795,6500,2010,165438
7314307882,1,2000,150000
7314213648,7100,2008,83000
7314124918,6499,2008,76122
7313416323,11995,2011,129768
7312835924,9500,2011,91000
7312495347,18800,2017,73745
7316757473,6995,2007,131274
7316757113,11795,2017,63746
7316710711,3200,2005,101532
7316151680,5500,2014,9400
7315943327,6775,2014,150000
7315940964,5995,2015,102000
7315940484,6575,2011,145000
7314917887,2500,2009,171000
7314908994,6000,2010,101480
7314809458,850,2008,258000
7314797939,2550,2004,76000
7314750175,3250,2006,115372
7314748111,2950,2008,191200
7314210911,3300,2010,162000
7314163828,6210,2012,141700
7314131255,13400,2016,45200
7314066713,6500,2014,151976
7313755576,12900,2017,43000
7313654369,3250,2006,115372
7313393663,4500,2008,84000
7312962684,1400,2005,220000
7312875722,5495,2010,100299
7312603541,4900,2010,50331
7311792053,2950,2008,191200
7310614160,9400,2015,85000
7310358617,6995,2014,90000
7310039945,10495,2013,20846
7309957278,3550,2007,164671
7309830574,6299,2008,85628
7309830331,7999,2011,134312
7309798956,7795,2014,114695
7308172279,2950,2008,191200
7307764994,7500,2012,81990
7306852683,4250,2009,150000
7306821159,12835,2014,73503
7306378107,5995,2013,125000
7306130852,10400,2016,74962
7305810927,8700,2016,63103
7316998158,4999,2011,180000
7315933640,8800,2009,96068
7314686489,4100,2006,120000
7313602730,4750,2007,131970
7313496871,9900,2017,62750
7312589360,1400,2005,220000
7310039951,10495,2013,20846
7309380348,9900,2017,62750
7304113480,9900,2017,62750
7302410911,5775,2010,143180
7316918657,1250,2012,242000
7316403317,11500,2017,64000
7316219542,5500,2007,110000
7315656784,7999,2014,41900
7315227896,2995,2004,62167
7315209277,2000,2002,139000
7314843587,5500,2007,110000
7314775758,4000,2006,110654
7314685869,4100,2006,120000
7314480200,5000,2010,130658
7314435185,3500,2007,64400
7314312026,13600,2019,33600
7314276689,4500,2003,66000
7314191137,8500,2014,59500
7312644936,9200,2016,107500
7311904032,6500,2013,46175
7311368149,4900,2010,135000
7311062625,4250,2009,94
7310950846,2900,2009,173399
7310039950,10495,2013,20846
7316809670,2500,2004,197600
7316793333,8499,2011,124144
7316793222,14249,2014,100428
7316005671,5700,2012,109000
7315412374,2975,2010,150225
7315289422,26000,2020,13500
7314995002,6999,2012,104991
7314807593,4950,2009,126300
7314686845,4100,2007,120000
7314535794,5500,2013,155000
7314483744,5999,2006,129803
7314475160,8999,2012,70311
7313931504,13999,2015,82055
7313931468,13599,2016,153383
7313886600,13900,2018,5900
7312854666,6995,2009,136000
7312174482,1500,2016,103000
7311641270,10500,2013,76000
7311637134,4500,2010,118000
7311362053,5500,2012,153527
7311336976,8950,2014,115000
7308259672,8499,2011,124144
7308196664,7895,2011,85000
7307843498,10650,2013,71000
7307817758,9395,2012,104000
7307803417,6995,2014,104000
7306117710,7995,2011,79000
7305652946,4995,2010,134000
7305480153,13900,2017,102000
7304832736,7875,2010,122575
7303666853,5500,2012,153527
7303106532,15000,2015,85826
7316295335,9950,2012,98245
7316214857,8950,2013,76000
7316212670,8950,2013,74000
7315826049,6850,2012,150000
7315695089,6200,2011,149000
7314021601,8950,2013,76000
7313877933,7600,2015,50672
7313099178,11900,2014,84000
7313011967,5500,2013,90500
7312880653,0,2017,29000
7312846041,13995,2016,37982
7312117214,8900,2016,86000
7311112612,10900,2015,81000
7310879600,10695,2016,125000
7310708894,6100,2013,138000
7310373620,5800,2015,155000
7315425397,4500,2009,94000
7312772543,1200,2007,193375
7312418670,9000,2018,35000
7312028938,8500,2015,80000
7302588010,6995,2007,112406
7316785977,9500,2014,102150
7310901449,17995,2016,73372
7309650845,5395,2010,101894
7302878094,5395,2010,101894
7315427423,4500,2009,94000
7312417016,9000,2018,35000
7312024877,8500,2015,80000
7302439990,6000,2012,107070
7315976375,15500,2019,37000
7315725489,14500,2013,116000
7315443525,10500,2018,83300
7311376936,16950,2015,49349
7308999872,1200,2010,115000
7316851312,3300,2009,182000
7316530142,10500,2014,55061
7315875720,3999,2008,111000
7315697146,6995,2010,99000
7315696960,5995,2013,111000
7315696476,7995,2012,123000
7315634540,6500,2009,100000
7315339911,4950,2013,128723
7315279016,4500,2009,148000
7315278623,3750,2009,182000
7315278334,8999,2014,53000
7315260607,8250,2011,137369
7315248435,5995,2013,111000
7315240996,6995,2010,99000
7314999574,10990,2015,107086
7314300916,4500,2009,89000
7314090612,5995,2005,106229
7313807869,4500,2009,148000
7313805518,3750,2009,182000
7313491326,3999,2008,111000
7313400747,11500,2014,109000
7312816971,8999,2014,53000
7312816010,3999,2008,111000
7312796713,8250,2011,137369
7312347893,8950,2011,132000
7311852302,4500,2009,89000
7311841300,7995,2012,123000
7311835447,3750,2009,182000
7311835013,3999,2010,131000
7310991190,10995,2014,104706
7310984057,9800,2011,124000
7310878903,3999,2010,131000
7310874393,8999,2014,53000
7310870203,3750,2009,182000
7309955586,3999,2008,111000
7309339105,7950,2015,73357
7309233383,3999,2010,131000
7309230465,6500,2009,133000
7309230378,8250,2011,137369
7309229931,3999,2008,111000
7308801159,3999,2008,111000
7308369364,4550,2007,135420
7308272262,6500,2009,133000
7308271614,9999,2014,53000
7308270780,3999,2010,131000
7308270188,4500,2009,145000
7308248177,4500,2009,148000
7308233220,7995,2012,123000
7307437595,4500,2009,148000
7307368696,4500,2009,145000
7307293802,3999,2010,131000
7307226212,9999,2014,53000
7307196669,6500,2009,133000
7307163222,3999,2008,111000
7306678418,3999,2008,111000
7306647315,5799,2008,97000
7306448503,3500,2011,95000
7306144491,6500,2009,133000
7306132879,3999,2008,111000
7305844790,8250,2011,137369
7305775294,13500,2015,95037
7305737216,4000,2008,149000
7305735723,3999,2008,111000
7305617716,6995,2013,124000
7305292760,3999,2008,111000
7305248214,4100,2009,128986
7305127306,5000,2007,77000
7305126722,4700,2011,180000
7305126494,5999,2011,179000
7305126303,4000,2008,149000
7304905279,5999,2011,179000
7304892501,3400,2009,208000
7304853817,4000,2008,149000
7304743047,3500,2008,171100
7304738182,4700,2011,180000
7304728134,4500,2008,111000
7304715400,7995,2012,123000
7304286824,14900,2016,75546
7304076124,13500,2016,54700
7303705807,5500,2007,77000
7303631329,4500,2008,111000
7303261105,4500,2008,111000
7302708259,11493,2015,77983
7302700761,8990,2010,71208
7302699776,8990,2010,92645
7302699035,12990,2013,94095
7302698706,5990,2008,162340
7302682696,4500,2008,111000
7301731617,5500,2010,133000
7301648777,4999,2010,162000
7301646814,4700,2011,180000
7301645993,3999,2008,111000
7313761748,4500,2008,161492
7313377384,12500,2013,67200
7312072862,12000,2016,44500
7307139934,8995,2011,88410
7306964419,6000,2011,138000
7316965620,9995,2017,77000
7316659842,8999,2011,89469
7314899669,6995,2009,139000
7314897591,7995,2011,114000
7313814008,7995,2011,114000
7313290844,5600,2008,65200
7313051746,9995,2017,77000
7312280313,1150,2010,124000
7312032155,4500,2008,109850
7311805880,8999,2011,89469
7311788665,7900,2013,100000
7310421393,7995,2011,114000
7310010768,6995,2009,139000
7309448805,9995,2017,77000
7309437279,6300,2008,59000
7307912022,17495,2020,1000
7307911575,16495,2020,7378
7307134137,8999,2011,89469
7307099555,3400,2010,155000
7306464210,8900,2016,39061
7306262861,9490,2013,99517
7305725898,6995,2009,139000
7304836033,6499,2011,123405
7302448068,3995,2009,159216
7302122484,9495,2013,99517
7302049326,3400,2010,155000
7301987275,8999,2011,89469
7315465011,8495,2017,43000
7311402447,7900,2011,72000
7316363193,11995,2015,125147
7303670755,4895,2009,86000
7304294667,7950,2015,73357
7316934126,4900,2007,132500
7315126716,12595,2014,69500
7314757098,2500,2004,187073
7313157780,1400,2006,208377
7312842132,12495,2015,82000
7312114804,1500,2013,79678
7311285354,12500,2015,73000
7310246827,12500,2015,73000
7310039948,10495,2013,20846
7309715973,12500,2015,73000
7309150167,12500,2015,73000
7308952392,20000,2019,6512
7307620653,12500,2015,73000
7307265353,12500,2015,73000
7306866468,12500,2015,73000
7306597853,12500,2015,73000
7306079204,12500,2015,73000
7304500453,1500,2013,79678
7303094059,2990,2009,128000
7303054879,2990,2009,127000
7302720008,11493,2015,77983
7301817436,1500,2005,181500
7301710116,4900,2007,132500
7316915115,3500,2012,106000
7313249974,3500,2009,162000
7316720916,1900,2001,116000
7316660647,2500,2005,120130
7316658561,6995,2010,72939
7316348606,2500,2005,120130
7316281253,3400,2005,128000
7315446408,1900,2001,116000
7315263953,7795,2013,85843
7315239617,1400,2002,173301
7314611006,7500,2012,69000
7314141178,5300,2014,176000
7312871537,2200,2002,155000
7312401703,3950,2007,132000
7312353797,6800,2010,121000
7312321364,10999,2013,95664
7312287555,5500,2010,127000
7311881828,5000,2013,156000
7317036473,8150,2011,61750
7316986079,7999,2015,87000
